ano,ABEV3,ANIM3,AXIA3,AZZA3,B3SA3,BBAS3,BBDC3,BBDC4,BBSE3,BEEF3,BPAC11,BRAP4,BRAV3,BRKM5,CMIG4,COGN3,CPFE3,CPLE3,CSAN3,CSMG3,CSNA3,CVCB3,CYRE3,DIRR3,ECOR3,EGIE3,EMBJ3,ENEV3,ENGI11,EQTL3,EZTC3,FLRY3,GGBR4,GOAU4,HYPE3,IRBR3,ISAE4,ITSA4,ITUB3,ITUB4,JHSF3,KLBN11,LREN3,MGLU3,MOTV3,MOVI3,MRVE3,MULT3,PETR3,PETR4,POMO4,PRIO3,PSSA3,RADL3,RAIL3,RAPT4,RENT3,SANB11,SAPR11,SBSP3,SLCE3,SUZB3,TAEE11,TEND3,TOTS3,UGPA3,USIM5,VALE3,VIVT3,WEGE3,YDUQ3
2019,0.3554827706790753,0.0857844752210383,0.1232061008742997,0.1592624048085601,0.5921164504448382,,,,6.092117050040411,0.18250741296224826,,-0.9425256772583969,-0.024633228048453998,-0.00114130278796935,0.36473050381709654,0.08212873205164929,0.3137668380536196,0.22799071840074864,0.39051932811624757,0.4132221592182493,0.12758828999431354,0.9260341406524867,0.12388522797166604,0.0856297976895462,-0.326032056926091,0.1914167335362545,-0.05223143404972465,0.11100104915802744,0.4575928608511293,0.4657468984992479,0.07097115335583146,0.2201492605808751,0.0828229964681506,0.13455341355922545,-0.9418311326320019,-0.1876218757623073,0.4156505935104441,0.779755691409722,,,0.27206728950719533,0.0640598344666288,0.16211775872280698,0.08233031077882795,1.0243255490945469,0.08430782128747105,0.09074931375376305,0.7286718085470362,0.1279969889879471,0.12935760993885614,0.0889587199132751,0.28177451216364785,0.21947637617255936,0.13774719145310665,0.095237077083887,0.12115936206304655,0.06870074865959394,,4.635019276831924,-2.1472109860096116,0.14717604578265914,0.03679303827491375,0.29915522417700874,0.1154487029860696,0.111941718440255,0.0516492061531643,0.057853080228033246,0.0094922481733706,0.15531918923905075,0.1284382145155208,0.2101998984706499
