ano,ABEV3,ANIM3,AXIA3,AZZA3,B3SA3,BBAS3,BBDC3,BBDC4,BBSE3,BEEF3,BPAC11,BRAP4,BRKM5,CMIG4,COGN3,CPFE3,CPLE3,CSAN3,CSMG3,CSNA3,CVCB3,CYRE3,DIRR3,ECOR3,EGIE3,EMBJ3,ENEV3,ENGI11,EQTL3,EZTC3,FLRY3,GGBR4,GOAU4,HYPE3,ISAE4,ITSA4,ITUB3,ITUB4,JHSF3,KLBN11,LREN3,MGLU3,MOTV3,MOVI3,MRVE3,MULT3,PETR3,PETR4,POMO4,PRIO3,PSSA3,RADL3,RAIL3,RAPT4,RENT3,SANB11,SAPR11,SBSP3,SLCE3,SMTO3,SUZB3,TAEE11,TEND3,TOTS3,UGPA3,USIM5,VALE3,VIVT3,WEGE3
2018,0.6666666666666666,0.4444444444444444,0.6666666666666666,0.5555555555555556,0.8888888888888888,0.7777777777777778,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.5555555555555556,0.6666666666666666,0.4444444444444444,0.7777777777777778,0.6666666666666666,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.7777777777777778,0.6666666666666666,0.5555555555555556,0.6666666666666666,0.3333333333333333,0.7777777777777778,0.4444444444444444,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.7777777777777778,0.6666666666666666,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.6666666666666666,0.6666666666666666,0.5555555555555556,0.7777777777777778,0.5555555555555556,0.4444444444444444,0.7777777777777778,0.7777777777777778,0.8888888888888888,0.8888888888888888,0.7777777777777778,0.6666666666666666,0.4444444444444444,0.4444444444444444,0.8888888888888888,0.8888888888888888,0.3333333333333333,0.5555555555555556,0.6666666666666666,0.7777777777777778,0.6666666666666666,0.8888888888888888,0.5555555555555556,0.6666666666666666,0.7777777777777778,0.7777777777777778,0.5555555555555556,0.8888888888888888,1.0,0.7777777777777778,0.7777777777777778
