ano,ABEV3,ANIM3,AXIA3,AZZA3,B3SA3,BBAS3,BBDC3,BBDC4,BBSE3,BEEF3,BPAC11,BRAP4,BRKM5,CMIG4,COGN3,CPFE3,CPLE3,CSAN3,CSMG3,CSNA3,CVCB3,CYRE3,DIRR3,ECOR3,EGIE3,EMBJ3,ENEV3,ENGI11,EQTL3,EZTC3,FLRY3,GGBR4,GOAU4,HYPE3,ISAE4,ITSA4,ITUB3,ITUB4,JHSF3,KLBN11,LREN3,MGLU3,MOTV3,MOVI3,MRVE3,MULT3,PETR3,PETR4,POMO4,PRIO3,PSSA3,RADL3,RAIL3,RAPT4,RENT3,SANB11,SAPR11,SBSP3,SLCE3,SMTO3,SUZB3,TAEE11,TEND3,TOTS3,UGPA3,USIM5,VALE3,VIVT3,WEGE3
2017,0.5714285714285714,1.0,0.4285714285714286,0.5714285714285714,0.5714285714285714,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.2857142857142857,0.14285714285714285,0.4285714285714286,0.2857142857142857,0.5714285714285714,0.4285714285714286,0.4285714285714286,0.7142857142857143,0.5714285714285714,0.5714285714285714,0.8571428571428571,0.8571428571428571,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.2857142857142857,0.5714285714285714,0.7142857142857143,0.5714285714285714,0.4285714285714286,0.7142857142857143,0.4285714285714286,0.8571428571428571,0.7142857142857143,0.5714285714285714,0.2857142857142857,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.14285714285714285,0.4285714285714286,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.4285714285714286,0.5714285714285714,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.4285714285714286,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.8571428571428571,0.0,0.7142857142857143,0.8571428571428571,0.7142857142857143,1.0,0.4285714285714286,0.8571428571428571,0.4285714285714286,0.7142857142857143,0.5714285714285714,0.4285714285714286,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.4285714285714286
