ano,ABEV3,ANIM3,AXIA3,AZZA3,B3SA3,BBAS3,BBDC3,BBDC4,BBSE3,BEEF3,BRAP4,BRKM5,CMIG4,COGN3,CPFE3,CPLE3,CSAN3,CSMG3,CSNA3,CVCB3,CYRE3,DIRR3,ECOR3,EMBJ3,ENGI11,EQTL3,EZTC3,FLRY3,GGBR4,GOAU4,HYPE3,ISAE4,ITSA4,ITUB3,ITUB4,JHSF3,KLBN11,LREN3,MGLU3,MOTV3,MRVE3,MULT3,PETR3,PETR4,POMO4,PRIO3,PSSA3,RADL3,RAPT4,RENT3,SANB11,SBSP3,SLCE3,SUZB3,TAEE11,TOTS3,UGPA3,USIM5,VALE3,VIVT3,WEGE3
2015,0.1976979339286147,0.18991364314086606,0.18131464477922662,0.1901002281159537,0.19887246089782853,,,,0.0,0.18994973960359168,0.1051539338154787,0.18976317183102204,0.3458876249933282,0.19420684612348826,0.18939558123231054,0.1901711846581996,0.19641503143655856,0.1922135117522917,0.18979220092346613,0.20082732812877713,0.18948645229765426,0.18847696384223725,0.22172589317270727,0.18739869347268265,0.1931188563368647,0.19192560439440873,0.19329363790746446,0.190011096825259,0.18493898491610564,0.18461988372854193,0.18842915072128594,0.20090995906861542,0.20044251841778746,,,0.19303484701513932,0.18749218267766626,0.19052593006317445,0.191632212170357,0.17899408350310264,0.18860343402607702,0.20982634902356048,0.18614514477739288,0.18614079061733532,0.1880172918786947,0.18462414902965313,0.1862290389520409,0.1911277760730226,0.18684210853486627,0.1901477679143581,,1.0,0.18905901026800348,0.18886132348176435,0.20113703022527907,0.19113544996955492,0.19042422732945613,0.18107165318445664,0.18404423118943958,0.18997612736226938,0.18890674669191074
