ano,ABEV3,ANIM3,AXIA3,AZZA3,B3SA3,BBAS3,BBDC3,BBDC4,BBSE3,BEEF3,BRAP4,BRKM5,CMIG4,COGN3,CPFE3,CPLE3,CSAN3,CSMG3,CSNA3,CVCB3,CYRE3,DIRR3,ECOR3,EGIE3,EMBJ3,ENEV3,ENGI11,EQTL3,EZTC3,FLRY3,GGBR4,GOAU4,HYPE3,ISAE4,ITSA4,ITUB3,ITUB4,JHSF3,KLBN11,LREN3,MGLU3,MOTV3,MRVE3,MULT3,PETR3,PETR4,POMO4,PRIO3,PSSA3,RADL3,RAPT4,RENT3,SANB11,SBSP3,SLCE3,SMTO3,SUZB3,TAEE11,TOTS3,UGPA3,USIM5,VALE3,VIVT3,WEGE3
2016,0.6250000000000001,0.375,0.7500000000000001,0.6250000000000001,0.0,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.7500000000000001,0.375,0.6250000000000001,0.5000000000000001,0.7500000000000001,0.5000000000000001,0.6250000000000001,0.7500000000000001,0.8749999999999999,0.6250000000000001,0.5000000000000001,0.5000000000000001,0.375,0.7500000000000001,0.8749999999999999,0.7500000000000001,0.5000000000000001,0.6250000000000001,0.375,0.375,0.7500000000000001,0.6250000000000001,0.5000000000000001,0.7500000000000001,0.7500000000000001,0.125,0.5000000000000001,0.5000000000000001,0.125,0.6250000000000001,0.5000000000000001,0.7500000000000001,0.6250000000000001,0.6250000000000001,0.25,0.7500000000000001,0.7500000000000001,0.375,0.7500000000000001,0.375,0.7500000000000001,0.375,0.125,0.5000000000000001,0.8749999999999999,0.6250000000000001,0.6250000000000001,0.7500000000000001,0.5000000000000001,0.6250000000000001,0.5000000000000001,0.375,1.0,0.8749999999999999,0.8749999999999999
