ano,ABEV3,ANIM3,AXIA3,AZZA3,B3SA3,BBAS3,BBDC3,BBDC4,BBSE3,BEEF3,BPAC11,BRAP4,BRAV3,BRKM5,CMIG4,COGN3,CPFE3,CPLE3,CSAN3,CSMG3,CSNA3,CVCB3,CYRE3,DIRR3,ECOR3,EGIE3,EMBJ3,ENEV3,ENGI11,EQTL3,EZTC3,FLRY3,GGBR4,GOAU4,HYPE3,IRBR3,ISAE4,ITSA4,ITUB3,ITUB4,JHSF3,KLBN11,LREN3,MDNE3,MGLU3,MOTV3,MOVI3,MRVE3,MULT3,PETR3,PETR4,POMO4,PRIO3,PSSA3,RADL3,RAIL3,RAPT4,RENT3,SANB11,SAPR11,SBSP3,SLCE3,SUZB3,TAEE11,TEND3,TOTS3,UGPA3,USIM5,VALE3,VIVT3,WEGE3,YDUQ3
2020,0.3419377467430017,0.03515403521780015,0.1208797499579457,0.23108633624637676,0.3684393689516793,,,,1.935120903212727,0.19014773505291754,,2.081669631543931,-0.10698610540329315,-0.0013925977254297,0.3386757696184143,-0.2705394405693553,0.4113422671021893,0.26529498938133717,0.22100376033628427,0.4717908885237141,0.1522132774564707,67.19655614275372,0.3873952300276515,0.0886336841085626,-1.2617791059088466,0.2287038984861624,-0.0675349171217357,0.06581649974501315,0.8491293999071269,0.46115157220678576,0.10267570168542796,0.19088609494021086,0.12085127115102484,0.21028748828276456,0.1318722194965582,-0.0781458806914322,0.6332832714329081,0.5232774552034415,,,0.29626245463055323,0.0756121181821546,0.07560223437620575,-0.10044554145087889,0.05829421592309115,0.6277341720644963,0.046681303933975,0.08640572829055476,0.645618931947731,0.0770647129339308,0.077629823982834,0.062157118754771645,0.16976894309559432,0.4938748631890123,0.07399240647047114,0.06636138191436255,0.20256861280584135,0.07661796996641905,,1.347315961269986,2.8838460325720385,0.17602217772635415,0.10758529556406626,1.0647342941949736,0.1149622423874671,0.1835429735775383,0.0738679727114651,0.1580525365913918,0.1603876527653327,0.13953318844758722,0.131847821999393,0.059924689541621556
