ano,ABEV3,ANIM3,AXIA3,AZZA3,B3SA3,BBAS3,BBDC3,BBDC4,BBSE3,BEEF3,BPAC11,BRAP4,BRAV3,BRKM5,CMIG4,COGN3,CPFE3,CPLE3,CSAN3,CSMG3,CSNA3,CVCB3,CXSE3,CYRE3,DIRR3,ECOR3,EGIE3,EMBJ3,ENEV3,ENGI11,EQTL3,EZTC3,FLRY3,GGBR4,GOAU4,HYPE3,IGTI11,IRBR3,ISAE4,ITSA4,ITUB3,ITUB4,JHSF3,KLBN11,LREN3,MDNE3,MGLU3,MOTV3,MOVI3,MRVE3,MULT3,PETR3,PETR4,POMO4,PRIO3,PSSA3,RADL3,RAIL3,RAPT4,RENT3,SANB11,SAPR11,SBSP3,SLCE3,SMFT3,SUZB3,TAEE11,TEND3,TOTS3,UGPA3,USIM5,VALE3,VBBR3,VIVT3,WEGE3,YDUQ3
2021,0.05794711155620336,0.04357103342531533,0.04945781226064926,0.06549687339186061,0.061560660443702724,,,,0.11985766471372605,0.048897549869527206,,1.0,0.04532712541198508,0.06024146057217655,0.08532740001815686,0.03943875319675979,0.06212236948170825,0.05543073348396064,0.04810690826132755,0.0568834428851184,0.07125066867157011,0.0764385776426497,0.11264882726594874,0.04873891112352199,0.045464440410105965,0.0,0.05047073666252714,0.0409990271688996,0.04388344054723964,0.07113260493180976,0.05737586936783753,0.048182979416059334,0.050589214772119494,0.061074942964055294,0.0831514882601859,0.05117774766086786,0.04447701169297753,0.03905848156093765,0.09103905827023816,0.09095469170708323,,,0.05778503960983049,0.045376309524270374,0.042320086897982015,0.04337167998465613,0.03991992268712148,0.07291975066106741,0.04550683545709411,0.04626674451152619,0.06986989918055589,0.05718813966574954,0.05762618514447679,0.04358577805995132,0.04888256914296764,0.05042127626755459,0.04525960473266386,0.041595515492388414,0.050826851587348634,0.04584530281484637,,0.09441946173487309,0.11190241838693193,0.051840388747230313,0.036846269662538254,0.05026730082930955,0.16195384678105823,0.03663398052688618,0.04548908523912391,0.043271135790613334,0.06940966588080706,0.06285669417440903,0.045642908355281106,0.047111847333674496,0.048545134804572065,0.044765885491553095
