CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;QT_ACAO_ORDIN_CAP_INTEGR;QT_ACAO_PREF_CAP_INTEGR;QT_ACAO_TOTAL_CAP_INTEGR;QT_ACAO_ORDIN_TESOURO;QT_ACAO_PREF_TESOURO;QT_ACAO_TOTAL_TESOURO
07.594.978/0001-78;2025-03-31;1;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;597250053;0;597250053;0;0;0
07.594.978/0001-78;2025-06-30;1;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;597250053;0;597250053;0;0;0
07.594.978/0001-78;2025-09-30;1;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;597250053;0;597250053;0;0;0
07.628.528/0001-59;2025-03-31;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;102683444;0;102683444;3067987;0;3067987
07.628.528/0001-59;2025-09-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;102683444;0;102683444;0;0;0
07.628.528/0001-59;2025-12-31;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;102683444;0;102683444;3067987;0;3067987
07.636.657/0001-99;2025-03-31;1;AÇO VERDE DO BRASIL S.A;1031745;206231;1237976;0;0;0
07.636.657/0001-99;2025-06-30;1;AÇO VERDE DO BRASIL S.A;1031745;206231;1237976;0;0;0
07.636.657/0001-99;2025-09-30;1;AÇO VERDE DO BRASIL S.A;1031745;206231;1237976;0;0;0
07.659.538/0001-51;2025-03-31;2;DINAMICA ENERGIA S.A.;334424;0;334424;0;0;0
07.659.538/0001-51;2025-06-30;1;DINAMICA ENERGIA S.A.;334424;0;334424;0;0;0
07.659.538/0001-51;2025-09-30;1;DINAMICA ENERGIA S.A.;334424;0;334424;0;0;0
07.682.638/0001-07;2025-03-31;1;CONCESSIONÁRIA DA LINHA 4 DO METRÔ DE SÃO PAULO S.A.;74803571;74803571;149607142;0;0;0
07.682.638/0001-07;2025-06-30;1;CONCESSIONÁRIA DA LINHA 4 DO METRÔ DE SÃO PAULO S.A.;74803571;74803571;149607142;0;0;0
07.682.638/0001-07;2025-09-30;1;CONCESSIONÁRIA DA LINHA 4 DO METRÔ DE SÃO PAULO S.A.;74803571;74803571;149607142;0;0;0
07.689.002/0001-89;2025-03-31;1;EMBRAER S.A.;740465;0;740465;6899;0;6899
07.689.002/0001-89;2025-06-30;2;EMBRAER S.A.;740465;0;740465;6899;0;6899
07.689.002/0001-89;2025-09-30;1;EMBRAER S.A.;714581;0;714581;6899;0;6899
07.714.104/0001-07;2025-03-31;1;GIGA MAIS FIBRA TELECOMUNICAÇÕES S.A.;150442670;0;150442670;0;0;0
07.714.104/0001-07;2025-06-30;1;GIGA MAIS FIBRA TELECOMUNICAÇÕES S.A.;150442670;0;150442670;0;0;0
07.714.104/0001-07;2025-09-30;1;GIGA MAIS FIBRA TELECOMUNICAÇÕES S.A.;150442670;0;150442670;0;0;0
07.802.794/0001-56;2025-03-31;1;ESSENTIA PCHS S.A.;203708524;0;203708524;0;0;0
07.802.794/0001-56;2025-06-30;1;ESSENTIA PCHS S.A.;22000000;0;22000000;0;0;0
07.802.794/0001-56;2025-09-30;2;ESSENTIA PCHS S.A.;22000000;0;22000000;0;0;0
07.816.890/0001-53;2025-03-31;2;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;513163701;0;513163701;24615599;0;24615599
07.816.890/0001-53;2025-06-30;1;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;513163701;0;513163701;24615599;0;24615599
07.816.890/0001-53;2025-09-30;1;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;513163701;0;513163701;24561222;0;24561222
07.820.907/0001-46;2025-03-31;1;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2422153;0;2422153;0;0;0
07.820.907/0001-46;2025-06-30;1;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2422153;0;2422153;0;0;0
07.820.907/0001-46;2025-09-30;1;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;24221530;0;24221530;0;0;0
07.823.262/0001-03;2025-03-31;1;FOZ DO RIO CLARO ENERGIA S.A.;67717178;40991800;108708978;0;0;0
07.823.262/0001-03;2025-06-30;1;FOZ DO RIO CLARO ENERGIA S.A.;67717178;40991800;108708978;0;0;0
07.823.262/0001-03;2025-09-30;1;FOZ DO RIO CLARO ENERGIA S.A.;67717178;40991800;108708978;0;0;0
07.857.093/0001-14;2025-03-31;1;AURA MINERALS INC.;73189136;0;73189136;0;0;0
07.857.093/0001-14;2025-06-30;1;AURA MINERALS INC.;74529362;0;74529362;0;0;0
07.857.093/0001-14;2025-09-30;1;AURA MINERALS INC.;83534506;0;83534506;0;0;0
07.857.850/0001-50;2025-03-31;1;GP INVESTMENTS, LTD.;142808867;0;142808867;0;0;0
07.857.850/0001-50;2025-06-30;1;GP INVESTMENTS, LTD.;139458904;0;139458904;0;0;0
07.859.971/0001-30;2025-03-31;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;590714;442783;1033497;0;0;0
07.859.971/0001-30;2025-06-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;590714;442783;1033497;0;0;0
07.859.971/0001-30;2025-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;590714;442783;1033497;0;0;0
07.882.930/0001-65;2025-03-31;1;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;105774820;0;105774820;0;0;0
07.882.930/0001-65;2025-06-30;1;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;105774820;0;105774820;0;0;0
07.882.930/0001-65;2025-09-30;1;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;105774820;0;105774820;0;0;0
08.065.557/0001-12;2025-03-31;1;TECNISA S.A.;73619;0;73619;0;0;0
08.065.557/0001-12;2025-06-30;1;TECNISA S.A.;73619;0;73619;0;0;0
08.065.557/0001-12;2025-09-30;1;TECNISA S.A.;73619;0;73619;0;0;0
08.070.508/0001-78;2025-06-30;1;RAIZEN ENERGIA S.A.;22322879019;0;22322879019;0;0;0
08.070.508/0001-78;2025-09-30;1;RAIZEN ENERGIA S.A.;22322879019;0;22322879019;0;0;0
08.070.508/0001-78;2025-12-31;1;RAIZEN ENERGIA S.A.;22322879019;0;22322879019;0;0;0
08.078.847/0001-09;2025-03-31;1;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;147555;0;147555;10267;0;10267
08.078.847/0001-09;2025-06-30;1;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;147555;0;147555;10267;0;10267
08.078.847/0001-09;2025-09-30;1;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;147555;0;147555;10267;0;10267
08.100.057/0001-74;2025-03-31;1;TECNOGERA-LOCAÇÃO E TRANSFORMAÇÃO DE ENERGIA S.A.;17554648;1000;17555648;0;0;0
08.100.057/0001-74;2025-06-30;1;TECNOGERA-LOCAÇÃO E TRANSFORMAÇÃO DE ENERGIA S.A.;17554648;1000;17555648;0;0;0
08.100.057/0001-74;2025-09-30;1;TECNOGERA-LOCAÇÃO E TRANSFORMAÇÃO DE ENERGIA S.A.;17555648;0;17555648;0;0;0
08.159.965/0001-33;2025-03-31;1;IGUA SANEAMENTO S.A.;558072622;0;558072622;1448451;0;1448451
08.159.965/0001-33;2025-06-30;1;IGUA SANEAMENTO S.A.;558072622;0;558072622;1448451;0;1448451
08.159.965/0001-33;2025-09-30;2;IGUA SANEAMENTO S.A.;558176805;0;558176805;1552634;0;1552634
08.170.849/0001-15;2025-03-31;1;DESKTOP S.A.;115866340;0;115866340;116094;0;116094
08.170.849/0001-15;2025-06-30;1;DESKTOP S.A.;115878010;0;115878010;22228;0;22228
08.170.849/0001-15;2025-09-30;1;DESKTOP S.A.;115907185;0;115907185;14619;0;14619
08.213.823/0001-07;2025-03-31;1;AURA ALMAS MINERAÇÃO S.A.;137909166;0;137909166;0;0;0
08.213.823/0001-07;2025-06-30;1;AURA ALMAS MINERAÇÃO S.A.;137909166;0;137909166;0;0;0
08.213.823/0001-07;2025-09-30;1;AURA ALMAS MINERAÇÃO S.A.;137909166;0;137909166;0;0;0
08.262.121/0001-13;2025-03-31;1;ALUBAR METAIS E CABOS S.A.;87114193;0;87114193;0;0;0
08.262.121/0001-13;2025-06-30;1;ALUBAR METAIS E CABOS S.A.;87114193;0;87114193;0;0;0
08.262.121/0001-13;2025-09-30;1;ALUBAR METAIS E CABOS S.A.;87114193;0;87114193;0;0;0
08.294.224/0001-65;2025-03-31;1;JHSF PARTICIPACOES S.A.;681322756;0;681322756;11942752;0;11942752
08.294.224/0001-65;2025-06-30;1;JHSF PARTICIPACOES S.A.;681322756;0;681322756;12758452;0;12758452
08.294.224/0001-65;2025-09-30;1;JHSF PARTICIPACOES S.A.;681322756;0;681322756;15043952;0;15043952
08.312.229/0001-73;2025-03-31;1;EZ TEC EMPREEND. E PARTICIPACOES S.A.;220989103;0;220989103;2863400;0;2863400
08.312.229/0001-73;2025-06-30;1;EZ TEC EMPREEND. E PARTICIPACOES S.A.;220989103;0;220989103;2863400;0;2863400
08.312.229/0001-73;2025-09-30;1;EZ TEC EMPREEND. E PARTICIPACOES S.A.;220989103;0;220989103;2863400;0;2863400
08.322.396/0001-03;2025-06-30;1;CERRADINHO BIOENERGIA S.A.;458277128;0;458277128;0;0;0
08.322.396/0001-03;2025-09-30;1;CERRADINHO BIOENERGIA S.A.;458277128;0;458277128;0;0;0
08.322.396/0001-03;2025-12-31;1;CERRADINHO BIOENERGIA S.A.;458277128;0;458277128;0;0;0
08.324.196/0001-81;2025-03-31;1;CIA ENERGETICA DO RIO GDE NORTE - COSERN;129092;38073;167165;0;0;0
08.324.196/0001-81;2025-06-30;1;CIA ENERGETICA DO RIO GDE NORTE - COSERN;129092;38073;167165;0;0;0
08.324.196/0001-81;2025-09-30;1;CIA ENERGETICA DO RIO GDE NORTE - COSERN;167165;0;167165;0;0;0
08.343.492/0001-20;2025-03-31;1;MRV ENGENHARIA E PARTICIPACOES S.A.;562827;0;562827;1;0;1
08.343.492/0001-20;2025-06-30;1;MRV ENGENHARIA E PARTICIPACOES S.A.;562827;0;562827;1;0;1
08.343.492/0001-20;2025-09-30;1;MRV ENGENHARIA E PARTICIPACOES S.A.;562827;0;562827;1;0;1
08.364.948/0001-38;2025-03-31;1;ALUPAR INVESTIMENTO S/A;645667575;305179157;950846732;0;0;0
08.364.948/0001-38;2025-06-30;2;ALUPAR INVESTIMENTO S/A;671494278;317386323;988880601;0;0;0
08.364.948/0001-38;2025-09-30;1;ALUPAR INVESTIMENTO S/A;671494278;317386323;988880601;0;0;0
08.397.078/0001-01;2025-03-31;1;GSH CORP PARTICIPAÇÕES S.A.;229371078;43385771;272756849;0;42458;42458
08.397.078/0001-01;2025-06-30;1;GSH CORP PARTICIPAÇÕES S.A.;229371078;45361277;274732355;0;42458;42458
08.397.078/0001-01;2025-09-30;1;GSH CORP PARTICIPAÇÕES S.A.;229371078;45361277;274732355;0;42458;42458
08.402.943/0001-52;2025-03-31;1;GUARARAPES CONFECCOES S.A.;499200000;0;499200000;2560;0;2560
08.402.943/0001-52;2025-06-30;1;GUARARAPES CONFECCOES S.A.;499200000;0;499200000;2560;0;2560
08.402.943/0001-52;2025-09-30;1;GUARARAPES CONFECCOES S.A.;499200000;0;499200000;2560;0;2560
08.424.178/0001-71;2025-03-31;1;TECBLU TECELAGEM BLUMENAU S.A.;180894;1025897;1206791;0;0;0
08.424.178/0001-71;2025-06-30;2;TECBLU TECELAGEM BLUMENAU S.A.;180894;1025897;1206791;0;0;0
08.424.178/0001-71;2025-09-30;2;TECBLU TECELAGEM BLUMENAU S.A.;180894;1025897;1206791;0;0;0
08.439.659/0001-50;2025-03-31;1;CPFL ENERGIAS RENOVÁVEIS S.A.;593782504;0;593782504;0;0;0
08.439.659/0001-50;2025-06-30;1;CPFL ENERGIAS RENOVÁVEIS S.A.;593782504;0;593782504;0;0;0
08.439.659/0001-50;2025-09-30;2;CPFL ENERGIAS RENOVÁVEIS S.A.;593782504;0;593782504;0;0;0
08.467.115/0001-00;2025-03-31;1;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;68254930;0;68254930;0;0;0
08.467.115/0001-00;2025-06-30;1;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;68090916;164014;68254930;0;0;0
08.467.115/0001-00;2025-09-30;1;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;68090916;164014;68254930;0;0;0
08.534.605/0001-74;2025-03-31;1;RENOVA ENERGIA S.A.;124741981;124741975;249483956;0;0;0
08.534.605/0001-74;2025-06-30;1;RENOVA ENERGIA S.A.;309812923;62370987;372183910;0;0;0
08.534.605/0001-74;2025-09-30;1;RENOVA ENERGIA S.A.;310743613;62370987;373114600;0;0;0
08.560.444/0001-93;2025-03-31;2;CIA CELG DE PARTICIPACOES - CELGPAR;79676;0;79676;0;0;0
08.560.444/0001-93;2025-06-30;1;CIA CELG DE PARTICIPACOES - CELGPAR;79676;0;79676;0;0;0
08.560.444/0001-93;2025-09-30;1;CIA CELG DE PARTICIPACOES - CELGPAR;79676;0;79676;0;0;0
08.574.411/0001-00;2025-03-31;1;PRÁTICA PRODUTOS S.A.;33550310;0;33550310;0;0;0
08.574.411/0001-00;2025-06-30;1;PRÁTICA PRODUTOS S.A.;3355031;0;3355031;0;0;0
08.574.411/0001-00;2025-09-30;1;PRÁTICA PRODUTOS S.A.;3728273;0;3728273;0;0;0
08.613.550/0001-98;2025-03-31;1;NEXPE PARTICIPAÇÕES S.A;2656;0;2656;1;0;1
08.613.550/0001-98;2025-06-30;1;NEXPE PARTICIPAÇÕES S.A;2656;0;2656;1;0;1
08.613.550/0001-98;2025-09-30;1;NEXPE PARTICIPAÇÕES S.A;2655569;0;2655569;3;0;3
08.764.621/0001-53;2025-03-31;1;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;19028769;0;19028769;53431;0;53431
08.764.621/0001-53;2025-06-30;1;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;1928769;0;1928769;53431;0;53431
08.764.621/0001-53;2025-09-30;1;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;1928769;0;1928769;53431;0;53431
08.795.211/0001-70;2025-03-31;1;MAESTRO LOCADORA DE VEICULOS S.A.;26009820;0;26009820;0;0;0
08.795.211/0001-70;2025-06-30;1;MAESTRO LOCADORA DE VEICULOS S.A.;26009820;0;26009820;0;0;0
08.795.211/0001-70;2025-09-30;1;MAESTRO LOCADORA DE VEICULOS S.A.;26009820;0;26009820;0;0;0
08.797.760/0001-83;2025-03-31;1;CURY CONSTRUTORA E INCORPORADORA S.A.;291875088;0;291875088;1990800;0;1990800
08.797.760/0001-83;2025-06-30;1;CURY CONSTRUTORA E INCORPORADORA S.A.;291875088;0;291875088;0;0;0
08.797.760/0001-83;2025-09-30;1;CURY CONSTRUTORA E INCORPORADORA S.A.;291875088;0;291875088;0;0;0
08.801.621/0001-86;2025-03-31;1;SYN PROP & TECH S.A.;152644;0;152644;0;0;0
08.801.621/0001-86;2025-06-30;1;SYN PROP & TECH S.A.;152644;0;152644;0;0;0
08.801.621/0001-86;2025-09-30;1;SYN PROP & TECH S.A.;152644;0;152644;0;0;0
08.807.432/0001-10;2025-03-31;1;YDUQS PARTICIPACOES S.A.;274089;0;274089;11996;0;11996
08.807.432/0001-10;2025-06-30;1;YDUQS PARTICIPACOES S.A.;274089;0;274089;11234;0;11234
08.807.432/0001-10;2025-09-30;1;YDUQS PARTICIPACOES S.A.;274089;0;274089;10621;0;10621
08.811.643/0001-27;2025-03-31;1;TRISUL S.A.;186618;0;186618;7000;0;7000
08.811.643/0001-27;2025-06-30;1;TRISUL S.A.;186618;0;186618;7000;0;7000
08.811.643/0001-27;2025-09-30;1;TRISUL S.A.;186618;0;186618;7000;0;7000
08.822.767/0001-08;2025-03-31;2;CONCESSIONÁRIA DA RODOVIA MG-050 S.A.;1471879;0;1471879;0;0;0
08.822.767/0001-08;2025-06-30;2;CONCESSIONÁRIA DA RODOVIA MG-050 S.A.;1471879;0;1471879;0;0;0
08.822.767/0001-08;2025-09-30;1;CONCESSIONÁRIA DA RODOVIA MG-050 S.A.;1471879;0;1471879;0;0;0
08.827.501/0001-58;2025-03-31;2;AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.;732464394;310300113;1042764507;0;0;0
08.827.501/0001-58;2025-06-30;2;AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.;732464394;310300113;1042764507;0;0;0
08.827.501/0001-58;2025-09-30;1;AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.;732464394;310300113;1042764507;0;0;0
08.845.676/0001-98;2025-03-31;1;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;1595023722;0;1595023722;0;0;0
08.845.676/0001-98;2025-06-30;1;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;1595023722;0;1595023722;0;0;0
08.845.676/0001-98;2025-09-30;1;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;1595023722;0;1595023722;0;0;0
08.873.873/0001-10;2025-03-31;1;ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.;2109396;0;2109396;0;0;0
08.873.873/0001-10;2025-06-30;1;ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.;2109396;0;2109396;0;0;0
08.873.873/0001-10;2025-09-30;1;ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.;2109396;0;2109396;0;0;0
08.902.291/0001-15;2025-03-31;1;CSN MINERAÇÃO S.A.;5485338835;0;5485338835;53294297;0;53294297
08.902.291/0001-15;2025-06-30;1;CSN MINERAÇÃO S.A.;5485338835;0;5485338835;53294297;0;53294297
08.902.291/0001-15;2025-09-30;1;CSN MINERAÇÃO S.A.;5485338835;0;5485338835;53294297;0;53294297
08.926.302/0001-05;2025-03-31;1;PRIO FORTE S.A.;6342218160;0;6342218160;0;0;0
08.926.302/0001-05;2025-06-30;1;PRIO FORTE S.A.;6342218170;0;6342218170;0;0;0
08.926.302/0001-05;2025-09-30;1;PRIO FORTE S.A.;6342218170;0;6342218170;0;0;0
08.935.054/0001-50;2025-03-31;1;MULTINER S/A;7877740;6843557;14721297;0;0;0
08.935.054/0001-50;2025-06-30;1;MULTINER S/A;7877740;6843557;14721297;0;0;0
08.935.054/0001-50;2025-09-30;1;MULTINER S/A;7877740;6843557;14721297;0;0;0
08.937.002/0001-13;2025-06-30;2;VISION SECURITIZADORA S.A.;2989642;0;2989642;0;0;0
08.937.002/0001-13;2025-09-30;1;VISION SECURITIZADORA S.A.;2989642;0;2989642;0;0;0
09.041.168/0001-10;2025-03-31;1;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;87859;0;87859;842;0;842
09.041.168/0001-10;2025-06-30;1;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;87859;0;87859;860;0;860
09.041.168/0001-10;2025-09-30;1;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;87859;0;87859;860;0;860
09.042.817/0001-05;2025-03-31;2;BEMOBI MOBILE TECH S.A.;85608392;0;85608392;1393208;0;1393208
09.042.817/0001-05;2025-06-30;1;BEMOBI MOBILE TECH S.A.;85608392;0;85608392;1393208;0;1393208
09.042.817/0001-05;2025-09-30;1;BEMOBI MOBILE TECH S.A.;85608392;0;85608392;1224442;0;1224442
09.053.134/0001-45;2025-03-31;2;ELFA MEDICAMENTOS S.A.;617158337;0;617158337;0;0;0
09.053.134/0001-45;2025-06-30;1;ELFA MEDICAMENTOS S.A.;617158337;0;617158337;0;0;0
09.053.134/0001-45;2025-09-30;2;ELFA MEDICAMENTOS S.A.;617158337;0;617158337;0;0;0
09.054.385/0001-44;2025-03-31;1;INBRANDS S.A.;138442514;0;138442514;0;0;0
09.054.385/0001-44;2025-06-30;1;INBRANDS S.A.;138452514;0;138452514;0;0;0
09.054.385/0001-44;2025-09-30;1;INBRANDS S.A.;138452514;0;138452514;0;0;0
09.074.183/0001-64;2025-03-31;1;TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA S.A;428071;0;428071;0;0;0
09.074.183/0001-64;2025-06-30;1;TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA S.A;428071;0;428071;0;0;0
09.074.183/0001-64;2025-09-30;1;TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA S.A;4280710;0;4280710;0;0;0
09.095.183/0001-40;2025-03-31;1;ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S/A;1047489;0;1047489;0;0;0
09.095.183/0001-40;2025-06-30;1;ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S/A;1047489;0;1047489;0;0;0
09.095.183/0001-40;2025-09-30;1;ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S/A;1047489;0;1047489;0;0;0
09.112.685/0001-32;2025-03-31;1;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;3148038;0;3148038;0;0;0
09.112.685/0001-32;2025-06-30;1;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;3148038;0;3148038;0;0;0
09.112.685/0001-32;2025-09-30;1;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;3148038;0;3148038;0;0;0
09.114.805/0001-30;2025-03-31;1;OCEANPACT SERVIÇOS MARITIMOS S.A.;199959554;0;199959554;1608601;0;1608601
09.114.805/0001-30;2025-06-30;2;OCEANPACT SERVIÇOS MARITIMOS S.A.;199959554;0;199959554;1568261;0;1568261
09.114.805/0001-30;2025-09-30;1;OCEANPACT SERVIÇOS MARITIMOS S.A.;199959554;0;199959554;612868;0;612868
09.116.278/0001-01;2025-03-31;1;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;14048567;4073532;18122099;0;0;0
09.116.278/0001-01;2025-06-30;1;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;14048567;4073532;18122099;0;0;0
09.146.451/0001-06;2025-03-31;1;KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.;135062;0;135062;0;0;0
09.146.451/0001-06;2025-06-30;1;KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.;135602;0;135602;0;0;0
09.146.451/0001-06;2025-09-30;1;KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.;152183;0;152183;0;0;0
09.149.503/0001-06;2025-03-31;1;SERENA GERAÇÃO S.A.;200274405;0;200274405;0;0;0
09.149.503/0001-06;2025-06-30;1;SERENA GERAÇÃO S.A.;200274405;0;200274405;0;0;0
09.149.503/0001-06;2025-09-30;1;SERENA GERAÇÃO S.A.;200274405;0;200274405;0;0;0
09.229.201/0001-30;2025-03-31;1;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;674854731;0;674854731;0;0;0
09.229.201/0001-30;2025-06-30;1;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;677280702;0;677280702;0;0;0
09.229.201/0001-30;2025-09-30;1;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;677280702;0;677280702;0;0;0
09.257.877/0001-37;2025-03-31;1;FERROVIA NORTE SUL S/A;1835966791;0;1835966791;0;0;0
09.257.877/0001-37;2025-06-30;1;FERROVIA NORTE SUL S/A;1835966791;0;1835966791;0;0;0
09.257.877/0001-37;2025-09-30;1;FERROVIA NORTE SUL S/A;1835966791;0;1835966791;0;0;0
09.288.252/0001-32;2025-03-31;1;ANIMA HOLDING S.A.;403868805;0;403868805;26165763;0;26165763
09.288.252/0001-32;2025-06-30;1;ANIMA HOLDING S.A.;403868805;0;403868805;26165763;0;26165763
09.288.252/0001-32;2025-09-30;1;ANIMA HOLDING S.A.;403868805;0;403868805;26008863;0;26008863
09.295.063/0001-97;2025-03-31;1;TECHNOS S.A.;63365251;0;63365251;790238;0;790238
09.295.063/0001-97;2025-06-30;1;TECHNOS S.A.;61856215;0;61856215;887128;0;887128
09.295.063/0001-97;2025-09-30;2;TECHNOS S.A.;61856215;0;61856215;556928;0;556928
09.304.427/0001-58;2025-03-31;1;HABITASEC SECURITIZADORA SA;900000;0;900000;0;0;0
09.304.427/0001-58;2025-06-30;1;HABITASEC SECURITIZADORA SA;900000;0;900000;0;0;0
09.304.427/0001-58;2025-09-30;1;HABITASEC SECURITIZADORA SA;900000;0;900000;0;0;0
09.305.994/0001-29;2025-03-31;1;AZUL S.A.;928965058;431760784;1360725842;0;264496;264496
09.305.994/0001-29;2025-06-30;1;AZUL S.A.;2128965121;896039753;3025004874;0;268496;268496
09.305.994/0001-29;2025-09-30;1;AZUL S.A.;2128965121;896039753;3025004874;0;194861;194861
09.313.969/0001-97;2025-03-31;1;AUTOPISTA LITORAL SUL;4158155555;0;4158155555;0;0;0
09.313.969/0001-97;2025-06-30;1;AUTOPISTA LITORAL SUL;4158155555;0;4158155555;0;0;0
09.313.969/0001-97;2025-09-30;1;AUTOPISTA LITORAL SUL;4158155555;0;4158155555;0;0;0
09.324.949/0001-11;2025-03-31;1;AUTOPISTA FLUMINENSE SA;658918293;0;658918293;0;0;0
09.324.949/0001-11;2025-06-30;1;AUTOPISTA FLUMINENSE SA;658918293;0;658918293;0;0;0
09.324.949/0001-11;2025-09-30;1;AUTOPISTA FLUMINENSE SA;658918293;0;658918293;0;0;0
09.325.109/0001-73;2025-03-31;1;AUTOPISTA PLANALTO SUL SA;1656659368;0;1656659368;0;0;0
09.325.109/0001-73;2025-06-30;1;AUTOPISTA PLANALTO SUL SA;1656659368;0;1656659368;0;0;0
09.325.109/0001-73;2025-09-30;1;AUTOPISTA PLANALTO SUL SA;1656659368;0;1656659368;0;0;0
09.326.342/0001-70;2025-03-31;1;AUTOPISTA FERNÃO DIAS SA;2962381424;0;2962381424;0;0;0
09.326.342/0001-70;2025-06-30;1;AUTOPISTA FERNÃO DIAS SA;2962381424;0;2962381424;0;0;0
09.326.342/0001-70;2025-09-30;1;AUTOPISTA FERNÃO DIAS SA;2962381424;0;2962381424;0;0;0
09.336.431/0001-06;2025-03-31;1;AUTOPISTA REGIS BITTENCOURT SA;747759759;0;747759759;0;0;0
09.336.431/0001-06;2025-06-30;1;AUTOPISTA REGIS BITTENCOURT SA;747759759;0;747759759;0;0;0
09.336.431/0001-06;2025-09-30;1;AUTOPISTA REGIS BITTENCOURT SA;747759759;0;747759759;0;0;0
09.346.601/0001-25;2025-03-31;1;B3 S.A. - BRASIL, BOLSA, BALCÃO;5266500000;0;5266500000;54458772;0;54458772
09.346.601/0001-25;2025-06-30;1;B3 S.A. - BRASIL, BOLSA, BALCÃO;5266500000;0;5266500000;69454276;0;69454276
09.346.601/0001-25;2025-09-30;1;B3 S.A. - BRASIL, BOLSA, BALCÃO;5266500000;0;5266500000;136035454;0;136035454
09.347.516/0001-81;2025-03-31;1;ELETROMIDIA S.A.;139983753;0;139983753;666904;0;666904
09.359.927/0001-97;2025-03-31;1;ASA BRANCA HOLDING S.A.;64042606;0;64042606;0;0;0
09.359.927/0001-97;2025-06-30;1;ASA BRANCA HOLDING S.A.;64042606;0;64042606;0;0;0
09.359.927/0001-97;2025-09-30;1;ASA BRANCA HOLDING S.A.;64042606;0;64042606;0;0;0
09.391.823/0001-60;2025-03-31;1;SANTO ANTONIO ENERGIA S.A.;1801134793836;0;1801134793836;0;0;0
09.391.823/0001-60;2025-06-30;1;SANTO ANTONIO ENERGIA S.A.;1801134793836;0;1801134793836;0;0;0
09.391.823/0001-60;2025-09-30;1;SANTO ANTONIO ENERGIA S.A.;1801134793836;0;1801134793836;0;0;0
