ano,ABEV3,ANIM3,AXIA3,AZZA3,B3SA3,BBAS3,BBDC3,BBDC4,BBSE3,BEEF3,BPAC11,BRAP4,BRKM5,CMIG4,COGN3,CPFE3,CPLE3,CSAN3,CSMG3,CSNA3,CVCB3,CYRE3,DIRR3,ECOR3,EGIE3,EMBJ3,ENEV3,ENGI11,EQTL3,EZTC3,FLRY3,GGBR4,GOAU4,HYPE3,IRBR3,ISAE4,ITSA4,ITUB3,ITUB4,JHSF3,KLBN11,LREN3,MGLU3,MOTV3,MOVI3,MRVE3,MULT3,PETR3,PETR4,POMO4,PRIO3,PSSA3,RADL3,RAIL3,RAPT4,RENT3,SANB11,SAPR11,SBSP3,SLCE3,SUZB3,TAEE11,TEND3,TOTS3,UGPA3,USIM5,VALE3,VIVT3,WEGE3
2018,0.5103205317668131,0.4760525396384689,0.49570039102075014,0.4851201912604525,0.521046778978282,,,,0.5433522138899052,0.4793853949962107,,1.0,0.4892233599034884,0.48849129140970676,0.4827653649421932,0.4924142942989761,0.48726188862330305,0.5074530557336718,0.49633385138893,0.4950993781054564,0.4977338761190555,0.47155979676179305,0.46913360667605697,0.5072390927080336,0.48748501259968896,0.47096669825453485,0.4850464766566062,0.5053492488554162,0.5074317178835817,0.47069140940445364,0.488474446725249,0.48108351193372956,0.4863689311506366,0.40487608090926497,0.45716118150231083,0.5250389149785142,0.5338455570932388,,,0.4962954371965962,0.4786906261774294,0.4901193845739236,0.5014697238056764,0.6060448957714896,0.48028532971368054,0.4794755803137638,0.5225897191807565,0.4801081668485258,0.4802699240268557,0.48048428982775904,0.34122757231154827,0.5296415976153827,0.4876031991557622,0.4779816629608865,0.4810969353589407,0.47819589007946406,,0.0,0.9569949743934404,0.49021206201354733,0.4794256516589303,0.5220734987923437,0.483332328512637,0.4846867330040348,0.4777793864161971,0.47664345196426544,0.4866915442816676,0.49389068302995176,0.48248418583115504
