date,0
2021-01-04,100.20411954803308
2021-01-05,100.88768689651263
2021-01-06,101.83318525387894
2021-01-07,103.04161112109196
2021-01-08,104.32293680586851
2021-01-11,103.82676629828265
2021-01-12,105.49415268377626
2021-01-13,105.09732764841782
2021-01-14,106.12802043011217
2021-01-15,104.86093290502976
2021-01-18,104.8663801396175
2021-01-19,105.07903806977335
2021-01-20,104.23087652822743
2021-01-21,103.87869619282083
2021-01-22,102.70341034355661
2021-01-26,102.54454533706169
2021-01-27,102.1530070091931
2021-01-28,102.93831931343509
2021-01-29,101.5652657391928
2021-02-01,103.6363133013793
2021-02-02,105.47614808096274
2021-02-03,107.38773781120614
2021-02-04,106.90479334336871
2021-02-05,107.42527696992686
2021-02-08,107.88722728174855
2021-02-09,107.83164252581608
2021-02-10,108.13301857508955
2021-02-11,109.71071614927472
2021-02-12,110.29294985180611
2021-02-17,112.2939854982137
2021-02-18,111.59087825525522
2021-02-19,112.0621163093942
2021-02-22,110.3881999321288
2021-02-23,110.82586846340328
2021-02-24,113.17856149385021
2021-02-25,110.29068494319839
2021-02-26,109.70527421413698
2021-03-01,110.5355174381329
2021-03-02,110.85306318084353
2021-03-03,110.67760866452525
2021-03-04,111.52284109282729
2021-03-05,113.48634942802202
2021-03-08,111.186078538861
2021-03-09,112.3134857482137
2021-03-10,113.61597101011556
2021-03-11,113.86682746697288
2021-03-12,114.64041449242602
2021-03-15,115.75954769282049
2021-03-16,116.16051033763124
2021-03-17,119.06048580910485
2021-03-18,117.34332239651346
2021-03-19,118.17953419267178
2021-03-22,116.75844412717476
2021-03-23,115.91878396430744
2021-03-24,115.76669426883515
2021-03-25,116.22147943149284
2021-03-26,117.66303987648384
2021-03-29,120.11473612404133
2021-03-30,121.61406670967598
2021-03-31,120.9469336003103
2021-04-01,120.94141674846706
2021-04-05,122.62256996732239
2021-04-06,123.1142714129124
2021-04-07,124.50658886046585
2021-04-08,125.78752472014953
2021-04-09,125.54621200547504
2021-04-12,127.51401467444106
2021-04-13,127.4584989559354
2021-04-14,128.35699696955075
2021-04-15,129.0720206130217
2021-04-16,129.54365941530753
2021-04-19,130.94142464572218
2021-04-20,130.0382210040013
2021-04-22,129.64766266975926
2021-04-23,130.43788194098968
2021-04-26,131.01669693826693
2021-04-27,131.1226700950001
2021-04-28,130.65154199655004
2021-04-29,130.58474985305645
2021-04-30,128.9543825765067
2021-05-03,129.51004532525124
2021-05-04,128.91773662367515
2021-05-05,130.42794848088866
2021-05-06,130.18168997391044
2021-05-07,131.70143685174017
2021-05-10,131.40844694971832
2021-05-11,132.6274713301264
2021-05-12,129.89966816522934
2021-05-13,128.3448934678323
2021-05-14,129.98853179476336
2021-05-17,131.42827340477587
2021-05-18,131.1140177473979
2021-05-19,129.8496268807099
2021-05-20,129.5637964846866
2021-05-21,130.18966664008767
2021-05-24,131.07213082162616
2021-05-25,130.89329923368308
2021-05-26,130.72835938388727
2021-05-27,132.11102260878687
2021-05-28,132.53561271750215
2021-05-31,132.52717137905603
2021-06-01,134.3877178802887
2021-06-02,135.50944578897742
2021-06-04,135.6685273285427
2021-06-07,135.8688027871597
2021-06-08,134.3252596007039
2021-06-09,135.06720516554583
2021-06-10,138.58163580277957
2021-06-11,138.33243071943798
2021-06-14,138.2623799598377
2021-06-15,138.88252736226468
2021-06-16,136.98828616644835
2021-06-17,134.6513402141214
2021-06-18,134.38792290337156
2021-06-21,135.7243650957704
2021-06-22,135.16850982223065
2021-06-23,134.84291252301244
2021-06-24,135.25279513176665
2021-06-25,133.80430041561436
2021-06-28,134.2034957738813
2021-06-29,134.77967151995423
2021-06-30,135.3935710803065
2021-07-01,135.29525057311312
2021-07-02,136.50700680954918
2021-07-05,137.65786224920535
2021-07-06,135.84722532273102
