ano,ABEV3,ANIM3,AXIA3,AZZA3,B3SA3,BBAS3,BBDC3,BBDC4,BBSE3,BEEF3,BPAC11,BRAP4,BRKM5,CMIG4,COGN3,CPFE3,CPLE3,CSAN3,CSMG3,CSNA3,CVCB3,CYRE3,DIRR3,ECOR3,EGIE3,EMBJ3,ENEV3,ENGI11,EQTL3,EZTC3,FLRY3,GGBR4,GOAU4,HYPE3,IRBR3,ISAE4,ITSA4,ITUB3,ITUB4,JHSF3,KLBN11,LREN3,MGLU3,MOTV3,MOVI3,MRVE3,MULT3,PETR3,PETR4,POMO4,PRIO3,PSSA3,RADL3,RAIL3,RAPT4,RENT3,SANB11,SAPR11,SBSP3,SLCE3,SUZB3,TAEE11,TEND3,TOTS3,UGPA3,USIM5,VALE3,VIVT3,WEGE3
2017,0.587594465523369,0.14219407565774464,0.10261123234047846,0.1766990358270806,0.5163726248617743,,,,0.7624327120127663,0.1324959052603814,,-1.2312475629507134,0.25617875678497726,0.5469594898561008,0.2392239869670402,0.2670224277973613,0.1949907888140957,0.5413177063043684,0.3255230027013085,0.1195325585865499,0.38836828510497734,0.0037388193928721497,-0.0731736560182017,0.7038440695804218,0.22410823789263096,0.05065194120107945,0.1207768523930544,0.4162803072483684,0.30842465089472826,0.20897939499047347,0.22264955307896295,0.03207958808270445,0.04568917768439375,-0.9688141878299046,-0.019575306656320603,0.7070561668330202,0.748652536826541,,,0.19135161260437344,0.0462597145953954,0.17286397321628405,0.3672643059764444,1.2787479694155903,0.10966748689387396,0.0943077771902562,0.5610432733400555,0.06763599766030075,0.06836852427818765,0.0306069388695801,-0.038834115416381695,-0.0815848600322692,0.21138736188554164,0.07828868002731354,0.0697317219899472,0.0874651511289127,,5.074492438929912,34.69455912463381,0.29872951315637764,0.13788060324242396,0.386603856822117,0.16730008440757593,0.1564484910811522,0.15528717665693328,0.05371727995684129,0.15776626122632195,0.20157921214306773,0.1050235813349542
