ano,ABEV3,ALOS3,ANIM3,AXIA3,AZZA3,B3SA3,BBAS3,BBDC3,BBDC4,BBSE3,BEEF3,BPAC11,BRAP4,BRAV3,BRKM5,CMIG4,COGN3,CPFE3,CPLE3,CSAN3,CSMG3,CSNA3,CVCB3,CXSE3,CYRE3,DIRR3,ECOR3,EGIE3,EMBJ3,ENEV3,ENGI11,EQTL3,EZTC3,FLRY3,GGBR4,GOAU4,HYPE3,IGTI11,IRBR3,ISAE4,ITSA4,ITUB3,ITUB4,JHSF3,KLBN11,LREN3,MDNE3,MGLU3,MOTV3,MOVI3,MRVE3,MULT3,PETR3,PETR4,POMO4,PRIO3,PSSA3,RADL3,RAIL3,RAPT4,RENT3,SANB11,SAPR11,SBSP3,SLCE3,SMFT3,SUZB3,TAEE11,TEND3,TOTS3,UGPA3,USIM5,VALE3,VBBR3,VIVT3,WEGE3,YDUQ3
2025,0.225799671043829,0.18725334055703574,0.13964181302471546,0.06593712922457176,0.11113647614990371,0.18461869190683186,,,,0.761752687401326,0.12842555215796383,,0.43226625058851786,0.08533553739314331,0.03745730399918883,0.34718863104503805,0.10710358026202901,0.30455006111964544,0.17462384659432617,0.051411200208652724,0.23958479822856937,0.08790164919842305,0.0,1.0,0.10594672601482179,0.09987704620167658,0.3378214424324307,0.10408866125733797,0.08232602525610971,0.07878210729228177,0.1644696034650757,0.15338228192737938,0.09628131760960756,0.14604552071107038,0.07109565482139237,0.08948982343111443,0.13805317477172724,0.18997098248183075,0.11797776823164763,0.19953798446896612,0.32426223191112474,,,0.1733226187190096,0.07677292380034642,0.10601494137383538,0.11170742746037726,0.11593106722049035,0.19862335062662065,0.10890053930127294,0.05776196287046052,0.7065819015006846,0.1049864073023373,0.10552599235982753,0.1337576933539106,0.06557035921155395,0.13680239830175867,0.10104828598745261,0.09508482919083434,0.08476153073610278,0.08649582382318476,,0.3005732006900783,0.8273678525837317,0.09291090913949908,0.08534343125082845,0.0847228771129538,0.3689705034330717,0.10844742852166321,0.13815772751289584,0.11293579540647351,0.015101225087604775,0.08519430582302531,0.09815917803000501,0.10017930453481433,0.12390097335735588,0.11848815224474474
