Date,VALE3.SA,ITUB4.SA,PETR4.SA,PETR3.SA,AXIA3.SA,BBDC4.SA,SBSP3.SA,B3SA3.SA,ITSA4.SA,BPAC11.SA,WEGE3.SA,BBAS3.SA,EMBJ3.SA,ABEV3.SA,EQTL3.SA,RENT3.SA,RDOR3.SA,ENEV3.SA,PRIO3.SA,VBBR3.SA,SUZB3.SA,RADL3.SA,AXIA7.SA,VIVT3.SA,UGPA3.SA,BBDC3.SA,GGBR4.SA,CPLE3.SA,CMIG4.SA,TIMS3.SA,TOTS3.SA,BBSE3.SA,RAIL3.SA,ENGI11.SA,AXIA6.SA,MOTV3.SA,KLBN11.SA,LREN3.SA,ALOS3.SA,MBRF3.SA,SANB11.SA,ASAI3.SA,EGIE3.SA,ISAE4.SA,CSAN3.SA,CSMG3.SA,MULT3.SA,CXSE3.SA,SMFT3.SA,TAEE11.SA,PSSA3.SA,CPFE3.SA,CMIN3.SA,BRAV3.SA,CYRE3.SA,GOAU4.SA,FLRY3.SA,NATU3.SA,HYPE3.SA,COGN3.SA,CURY3.SA,CSNA3.SA,IGTI11.SA,BRAP4.SA,DIRR3.SA,IRBR3.SA,POMO4.SA,MGLU3.SA,MRVE3.SA,VIVA3.SA,AURE3.SA,SLCE3.SA,YDUQ3.SA,AZZA3.SA,RECV3.SA,USIM5.SA,HAPV3.SA,CEAB3.SA,BRKM5.SA,BEEF3.SA,VAMO3.SA,PCAR3.SA,RAIZ4.SA
2025-01-03,-0.018617454968263836,-0.02453389259386929,-0.010606482573466525,-0.003455082035661028,-0.013235221865937619,-0.0159058995320559,-0.01763310992645617,-0.00980390136776188,-0.017281283401264003,-0.014022229317011803,-0.004931616322621291,-0.0075252083029334615,,-0.02327600265338825,-0.01796403128741475,0.002484467429838988,-0.004354790928986496,0.054450208764796004,-0.0036792132498085772,-0.006772088969480894,0.0044872188874829355,-0.044117614641485337,,-0.004249892647318898,-0.019545962252484395,-0.013643408225831322,-0.03294253895078447,-0.016990179086145973,-0.02166076304754705,-0.0068871299093745675,-0.009097886246403952,-0.011806526482389335,-0.01124234078429287,-0.012482679318696732,-0.01374564688933333,,-0.015631720900201707,0.012500004262605113,-0.01324532182503757,-0.018065237103666587,-0.013894815520863912,-0.0055045028429339116,-0.001413969252207714,-0.015283745957498596,0.003740614870183734,0.013151308460783273,-0.012177275008441457,-0.007628428051393743,0.004209280457480258,-0.021567471762555357,-0.04003309010895029,-0.013367328708777326,-0.03174588756487162,-0.00897049376201764,-0.008448964121088975,-0.03560829914372421,-0.006649979208477319,,0.005047741711118103,0.0,-0.010863411280594981,-0.02494062188172852,-0.009286050729026996,-0.028502131111065476,-0.0022539794558142923,-0.05548069870040251,-0.04046989761714015,-0.02643854603865481,-0.0191570706229659,-0.024258759815185882,-0.02093022502930686,-0.017321030054164743,-0.050767436936757226,-0.008922420139650278,-0.00424234431064574,-0.06007751006717854,-0.032258100430726744,-0.004016102002725064,-0.040935732152168836,-0.008333296445612426,-0.004347915045747719,0.007604555154464343,0.0
2025-01-06,-0.012772383541132637,0.04493617336655831,-0.004673132277022485,-0.009410548841821353,0.012816569362970265,0.019642957607441947,0.01334707460610507,0.02772259568126323,0.03282550633607362,0.0368203577355708,0.00019063238604410948,0.009267148319323626,,-0.0035303690105856766,0.03506092728034771,0.0006194675019124407,0.03459266909765413,0.0585898878319866,0.00886264450561014,0.0028409323000113673,-0.0036694663326510835,0.05336533458478754,,0.018779445898985392,0.018649432255195997,0.015503644942916672,0.04099325193203529,0.008641949161462659,0.0009226694767452415,0.011789224785815122,0.047054449586831026,0.011669735136003556,0.021603171255715647,0.037640445457263194,0.010184918362423412,,-0.00838117614012368,0.03127569140507247,0.01342311530717577,-0.026112790747559567,0.024765217807387385,0.0498154571215923,-0.0011328414067035553,0.024390394027306472,0.02981363545734972,0.0,0.032051270662040166,0.011551089000082504,0.038323244826542036,0.014591777587119603,0.040264647979616264,0.01870972155981776,0.02663926759314217,-0.002155208066579206,0.01886788113918847,0.03282057265882865,0.027614948353210655,,0.006138350839478557,0.05555511912830147,0.032948163290550614,0.03897682013853476,0.01698883481194602,0.003121081566275219,0.012257692100637652,0.034007130083645754,0.01496599306410551,0.062300371032951274,0.042968803114491694,0.03977887151482573,0.0011876416852196758,0.011750982068921889,0.10323381596982184,0.057825466996301644,-0.02008520976881334,0.049484588180317646,0.03809532517298897,0.04704300850382803,0.03397215669633913,0.04201672297879466,0.04803505177371492,0.04905655522412866,0.01877932380464986
2025-01-07,-0.009703241450746525,0.010911457260715851,0.021265009332110063,0.02799987652972047,0.005591513308538687,0.014010510488157157,0.013285061314757263,-0.006743696158321377,0.007945510094162112,0.017785905816247505,0.020011509542252837,0.012103505350196775,,0.02214345163529252,0.018631456000997026,-0.009287893791024793,0.024212037361121208,0.0009381077884595967,0.015861433214731324,0.020963305689677414,-0.006885499731745126,-0.025559018582580473,,0.020527825274608613,0.03661619504848623,0.011450468411578596,-0.004991660932446407,0.013463797690436818,0.02396292974767089,0.015078901925198007,-0.01315313848755617,0.0032958127391138348,0.018363938410367986,0.018949557076274548,0.0010612579150159895,,0.0035587772761269676,0.04309655129451073,0.0011037182225426267,0.023765959370800394,0.01541679449070088,0.036214020805863445,0.00878931707194619,0.012121094204144534,0.010856472014720397,0.0019231323846622406,-0.0038222104052036965,0.0014126010108370668,0.03171860034863161,0.023867812205245365,0.022946988500661458,0.007599708064169874,-0.038431346495211405,0.03412535494832114,0.006571138952062627,-0.007944386625926558,-0.0032572548127255407,,-0.001109265024424766,0.017543934103857017,0.004476667567240744,-0.019929669591528865,-0.0005759960382150098,-0.009956400398788312,-0.0007812363526258359,0.026678994513971155,0.030831205169922438,-0.007518734600505228,0.04868909075193106,0.007438912305328671,-0.00830374394498501,0.006387826481268899,0.027057499295621845,0.025204648977797728,0.016149150368845344,-0.001964681450304373,0.09174311712555228,0.034659891750399074,-0.012636867731798507,-0.004032190578810324,-0.010416723943120987,0.014388475634778741,-0.009216580748084957
2025-01-08,-0.009606126341103471,-0.01619060234011782,-0.008112456711341753,-0.0094843199724709,-0.0017559453210166387,-0.015544044303435034,-0.023980403224365454,-0.0009699399194441627,-0.019144166327714984,-0.004279602365408697,-0.005792333718951492,-0.003711276830914656,,-0.010398550198326473,-0.02385258062066231,-0.039375041069316885,-0.010506477006325232,-0.0074976497782595075,-0.0055248507406954195,-0.019977913106494216,-0.00354731432533284,-0.010304447149443119,,-0.03017245150659542,-0.016443329012449825,-0.018868099409884542,-0.018952297879421764,-0.018115844802208514,-0.02430239217385244,-0.016205345590138087,-0.032950724788012975,-0.006022421893437269,-0.01639338158313186,-0.022316651654536446,0.0050358770125003005,,-0.011524987833187672,-0.015302172468910635,-0.025909777272012602,0.00892866266017478,-0.01313093995799064,-0.02758624718107261,-0.012085392840468057,-0.00513252916453899,-0.02147974972763944,0.035028657618090486,-0.019184762791329968,-0.006347066080831132,-0.03242029562059534,-0.013747760288440047,-0.013243122003693153,-0.004085473711621712,-0.0292888601040614,0.001670807212942993,-0.034421401257432316,-0.02002008051702453,-0.01062091402759946,,0.0011104968597510645,0.008620755832716265,-0.008913559084077316,-0.07177026943011688,-0.01844387755689425,-0.016970465222382658,-0.04964803927948336,-0.009856629032523156,-0.031209470448660293,-0.0651515698876014,-0.05357137839404824,-0.002637083854954092,-0.026315756230746445,-0.011540645484306666,-0.014269995978643424,-0.021392168851659066,-0.009780016213481124,-0.0393700417852032,-0.012605063118278803,-0.04466506023500938,-0.02901025126632406,-0.020242974913810885,-0.027368405382094507,0.010638287978706584,-0.05116285052796965
2025-01-09,-0.006207571481754326,0.0025815281264960355,0.004362186897801434,-0.00024555659004232844,0.011433752222773208,-0.00701773158654051,0.009529324082993673,-0.009708621831019393,0.008036599729920324,0.024355311117719047,0.020297043171590978,0.00455302292882509,,-0.0017514064985392208,0.008145092672798393,-0.01496417356212254,0.0041714025412298295,-0.006609980530275283,0.013526510578597328,-0.002831153863874669,-0.005339787700172627,-0.0014197604549135434,,0.014391458754310582,-0.020433517496851072,0.0019233826068134618,-0.028409048864656894,-0.007380160576552219,-0.007379971223959503,-0.0013725347040097757,0.02029087437658772,-0.0008262065201845026,-0.00833330178761782,0.0027173607615849082,0.0018459015921066246,,-0.010313847198894721,0.010101002874724818,0.004527547356788508,0.00235982338515095,0.0,0.00354608316265681,0.0042674117690273405,0.008598314965925224,0.0012195401359078595,0.00834506888613662,0.0024450021348985107,0.011355523407637902,0.01039869613746891,-0.0009089277747535984,0.0019173139170545195,0.00820453153434264,0.01508623271130416,0.021267658596166195,0.017209506312173772,-0.02145045376672272,-0.003303068674252674,,-0.005546437657887648,-0.00854707359814244,0.02304673171751581,-0.039948506504279835,0.0005871574611808761,-0.002557516265781712,0.0004111757780880243,0.005656051680259067,0.005368991077164154,-0.025931983387006752,-0.018867995824705996,0.003172931643786958,-0.01719903777384002,0.015178098190859135,0.014476576669501862,0.001631411977786934,0.012345566875936242,-0.018442653786331253,-0.03829793727144282,0.0,-0.03075574498681999,0.05785129198087935,-0.008658078183658602,0.0,0.0
2025-01-10,0.005660798577965531,-0.013839556739925873,0.002714116421205004,0.00491160362027343,-0.010144925252767112,-0.012367401941642542,-0.0038666612301250236,-0.039215801708027076,-0.013667303839631773,-0.03041961005943561,-0.017314525348345322,-0.002472422990352774,,-0.021052593117204532,-0.002570722703291617,-0.04656528184540587,-0.00793050533949402,0.016159611713150834,0.0159676358022256,-0.011925150955303887,-0.0004880585756527056,-0.006161200379343201,,-0.022115747765314664,-0.015802731014141425,-0.010556400677523281,-0.017543891511722087,-0.017348152600839883,-0.026951630780587932,-0.05017194669278369,0.002251391788384627,-0.00385881860862225,-0.03585451923563798,-0.009756012837948136,-0.008949667197340472,,0.001359441151121521,-0.012307701751002154,-0.01802838479576252,-0.007651510448375087,-0.009979241793307114,-0.0070670202699363305,-0.009631799416119136,-0.007945867690517305,-0.012180314373335444,-0.011034514897427239,-0.012682942548130405,-0.006315814175200329,0.0005717661313160427,-0.006976071275510809,-0.004373931816137433,-0.009702737141586981,0.0297239281519035,0.01755827468338267,-0.002416795305421382,-0.01774515753096617,-0.019055453123171806,,-0.00613492836416174,0.01724157211106303,-0.005494745278880608,0.03758392174186764,-0.014084447605789308,0.00833325839222021,-0.006989975656957026,0.036670419478437744,-0.02403202604753696,0.0033278808487164913,-0.021153780906155717,-0.02477596551505956,-0.014999975398564236,-0.011500893234278942,-0.015367652865182269,-0.019218226409704386,-0.0024388482955469692,-0.006262992319437499,-0.026548606842081934,0.0025973839533715015,0.009972857027615856,-0.007812561825803144,-0.030567552645181628,-0.031578918309091875,-0.00980391240220746
2025-01-13,-0.0001941676463739217,0.0071801533326179,0.0035193021875070674,0.0007331448720160338,-0.005270981580583034,0.0035777235079235137,0.006507408157480965,-0.0010203142723186343,0.006928343698245243,0.021276552134415594,-0.0018743708918771418,0.0,,0.007168384713296394,-0.000736353142713364,-0.003810273050703694,-0.007993981731293509,0.03461186658158244,-0.0023458195241087276,0.00574704507551016,0.010416704334105908,-0.0009535699591056712,,-0.0006398836431117383,-0.0038536165794588184,0.0019395500513190722,0.01130967391951887,-0.0012610489205922004,0.001910110141745358,0.0014471785729648357,0.0007487538554922235,0.0011067268097579852,-0.005810437687344017,-0.002736695963782343,-0.006640084725973661,,0.0,0.0007789014589263399,-0.014916348492898579,0.0023724203280368616,0.0029397389614491676,-0.017793683796429094,-0.008295244636054355,0.0030959453386971703,0.012330503785828562,0.011157633975752868,-0.011857638708599016,-0.003530979396890621,-0.008571362676889294,-0.016493651647532137,0.003020024861532855,0.01201017820316097,0.020618561244809097,0.01926160102312502,-0.007268408762289291,0.007438748867358624,-0.024493295722568864,,0.008978698136592245,-0.03389855888341542,0.024861841047808975,-0.0064683299626765445,-0.008928711556597801,-0.012714560958284826,0.004140713906399807,0.04600705331034849,-0.0027359089103777823,-0.03648440736827918,0.01964634609720517,-0.006486501314913684,-0.013959433613254246,0.010471185048862353,-0.04236341435204227,-0.013616782407899652,0.006723528386275213,-0.0021008883195338113,-0.018181887539950314,0.007772094080134684,0.011669668800220467,-0.05314964114737131,-0.013513565045506937,-0.047101404518671286,0.0
2025-01-14,0.006600635169693003,0.0006479199681548309,-0.006743948579918668,0.00415130489106974,0.003826998873293519,0.01871677403969918,0.0014746767361764057,0.005107190794605199,-0.0022937572839972775,0.007062219520103108,-0.006009432164092998,0.018174482478297227,,-0.0026690456595807044,0.004548425542121759,0.015994390290618332,0.004220942906977054,-0.02802896996883142,-0.007759182361370298,-0.006285651285075189,-0.018524470387010217,0.004295685253763892,,0.007258850618460766,0.009671310972957592,0.021296955058323963,0.004708620843575151,0.0101009988977252,-0.005719845972483317,0.014450872736263998,0.03142544318408613,0.019900586778892837,0.008766769974629884,-0.0010977198286706846,0.005347434316473665,,-0.01855208886912829,-0.018677175138562152,0.02329633384358165,-0.02307688748234149,0.009212961819064391,-0.02173911899835168,0.0005769586185864206,-0.007054767592612032,0.0024359931786150923,-0.02252876558467709,0.023999859075168883,0.004961097942348003,0.020172831012708947,0.006832298593888009,0.0016426262594786412,0.010930599343726755,-0.0222221838362211,-0.012204760132209835,0.0207443526177693,0.0,0.006926528106305341,,0.00500563058678738,0.008771997804970955,0.03611876556334481,-0.024739591336886857,0.036036066838544434,0.011590523628677518,0.01072166655260487,-0.022406802119856795,0.04115234687291136,0.017211832116471815,0.00192673447676861,0.011969559641696659,0.0038610439343023106,0.018422631092944064,-0.012805748996355115,0.020201939530375856,0.0054645575377265665,-0.014736878244500429,0.018518590469260854,0.026992220708165204,0.03194318030654997,0.0,0.01598166429557235,0.02281366546339325,-0.009900980750178201
2025-01-15,0.014464811789411947,0.043393922899466864,0.012764764002387796,0.013132319167876716,0.03137815616431294,0.03499553908882125,0.049949021853493925,0.06707309941193329,0.04252882822980175,0.057503461300607794,0.023238280694977798,0.025152091000674615,,0.01605722180291136,0.02208318431706946,0.059890511166924565,0.03324438616365244,0.026976740637491003,0.018957327549697922,0.02760214136377437,0.0026259415957170518,0.02423955374918285,,0.03518464794821741,0.055555499897310456,0.03507145234472375,0.03397777798644985,0.031249981833997076,0.015340484366786145,0.03632491673344296,0.04388828974242909,0.012195066413709599,0.005214441875675657,0.01895602328716972,0.034574642920119913,,-0.005071362361755649,0.046788195472630356,0.043824296238855975,-0.017565167262689085,0.035269723064241365,0.06296303366928502,0.02190826780474686,0.019094323139290603,0.04252738772019682,0.009877648547347073,0.020996140330574065,0.014104292780867222,0.03954798241995827,0.005552062215427478,0.02978970304539419,0.01050356888516113,0.047520868297853625,0.019529726301606987,0.07232522006848852,0.03481018756104892,0.01117789317438822,,0.01826241345786972,0.07826073913977138,0.03537966059149422,0.06408545176788816,0.023768171255057702,0.019732632494231073,0.06160754179637862,0.08340412149794219,0.07641622525485725,0.07783407964504718,0.06153849680748347,0.059677392635555826,0.016666633844238943,0.005087610604449289,0.08372652922846568,0.03696378261198485,0.03260873413427223,0.057692305732917504,0.10454547766483202,0.04630786457699765,0.07480652424747669,0.03326409434582511,0.09438205818118983,0.022304810967750832,0.04499995708465576
2025-01-16,0.0013308562476617158,-0.0031037798412567597,-0.006436128700863519,-0.0007201221849011397,-0.01961893957596783,-0.008452997832610776,-0.01790720440222615,-0.021904653427078924,-0.007717618015840144,-0.0009946466746107996,-0.009047340656342828,0.004352948929750022,,-0.027216830814249082,-0.00756212614713303,-0.023571098686317682,-0.01294385119037067,-0.02173910977784832,-0.023953459983648284,-0.04196980915675097,-0.011949539709807055,-0.034802716439870096,,-0.0069617708810783,-0.038112530150365864,-0.011904938866583059,-0.02209649659840396,-0.016969709951800138,-0.029272967833063213,0.0,-0.009381518276491807,0.0013387916323859272,-0.02536022628670065,-0.029387956180563224,-0.015681278064250348,,-0.0050974075907394,-0.05984837834205725,-0.021264452925946475,-0.06350183579373869,0.0032063379532263347,-0.015679411954175104,-0.005077494428204377,-0.01307202160058607,0.00582752810949505,0.0065208184078959786,-0.024868515752549003,-0.01112659107941727,-0.023913172132771887,-0.009202389101870989,-0.009554073409243968,-0.0021400049480611028,-0.03944794173446775,-0.010164193941363475,-0.010590799384066263,-0.02650355871581589,-0.03486394868909448,,-0.016847920238356906,-0.008064579059168686,-0.019095357849514882,-0.020075263691852863,-0.028312602036234313,0.013732857762819961,-0.01806299754211549,-0.018609218425294505,-0.04528753466478819,-0.06750391014919288,-0.030797115377056872,-0.0324707994643495,-0.02143751866313226,-0.0044994364659542985,-0.009793140785688825,-0.028007615568008237,-0.02923976962010899,-0.022222153720360738,-0.02469139937011966,-0.06698564365316717,-0.016800003051757773,-0.02615695085187164,-0.03490764855836037,-0.02545452117919922,-0.03827747702939566
