Date,VALE3.SA,ITUB4.SA,PETR4.SA,PETR3.SA,AXIA3.SA,BBDC4.SA,SBSP3.SA,B3SA3.SA,ITSA4.SA,BPAC11.SA,WEGE3.SA,BBAS3.SA,EMBJ3.SA,ABEV3.SA,EQTL3.SA,RENT3.SA,RDOR3.SA,ENEV3.SA,PRIO3.SA,VBBR3.SA,SUZB3.SA,RADL3.SA,AXIA7.SA,VIVT3.SA,UGPA3.SA,BBDC3.SA,GGBR4.SA,CPLE3.SA,CMIG4.SA,TIMS3.SA,TOTS3.SA,BBSE3.SA,RAIL3.SA,ENGI11.SA,AXIA6.SA,MOTV3.SA,KLBN11.SA,LREN3.SA,ALOS3.SA,MBRF3.SA,SANB11.SA,ASAI3.SA,EGIE3.SA,ISAE4.SA,CSAN3.SA,CSMG3.SA,MULT3.SA,CXSE3.SA,SMFT3.SA,TAEE11.SA,PSSA3.SA,CPFE3.SA,CMIN3.SA,BRAV3.SA,CYRE3.SA,GOAU4.SA,FLRY3.SA,NATU3.SA,HYPE3.SA,COGN3.SA,CURY3.SA,CSNA3.SA,IGTI11.SA,BRAP4.SA,DIRR3.SA,IRBR3.SA,POMO4.SA,MGLU3.SA,MRVE3.SA,VIVA3.SA,AURE3.SA,SLCE3.SA,YDUQ3.SA,AZZA3.SA,RECV3.SA,USIM5.SA,HAPV3.SA,CEAB3.SA,BRKM5.SA,BEEF3.SA,RENT4.SA,VAMO3.SA,CYRE4.SA,PCAR3.SA,RAIZ4.SA
2023-01-03,-0.0017898180107366324,-0.0208243275747656,-0.025305118969213947,-0.014138180745249529,-0.018723701662558323,-0.04962505881189794,-0.009541714808440127,-0.03346926466703626,-0.025119326422367583,-0.047810399447660745,-0.024934288086633782,-0.018640782792369692,,-0.0014093786238041917,-0.02443680604881604,-0.024585548761228204,-0.04948303281881594,-0.01517857849902049,-0.06692055678435416,-0.029931972789115635,0.01776232662124655,-0.01891653311258823,,-0.020060703775295452,-0.015899633705336758,-0.04727574556440872,0.002036626708439293,-0.009008896893209495,-0.02383138240320115,-0.024207113682645942,-0.03437594859203663,-0.031147090328268234,-0.02265008992016715,-0.014289048684522188,-0.014278945055685277,,0.009476252654243789,-0.02379717883245469,-0.04299766931091331,-0.020334953131395772,-0.004343117779966765,-0.02001042034879552,-0.009110403625038566,-0.024143967727315196,-0.04120533522858272,-0.01438852293771542,-0.03186885284548513,-0.003694552580037702,-0.036920502651426323,-0.010489450267696654,-0.01899280526724323,-0.012426093413022032,-0.012376208351083329,-0.047514500938273696,-0.04435813129477928,-0.009961530041933453,-0.03706159981321444,,-0.04322000027839812,-0.04878043775116392,-0.019442225165824056,-0.011548978850417502,-0.053257717551732586,-0.007387626909258982,-0.034708434596324444,0.0,0.02222245156643088,-0.019305074730735727,-0.023160772855571055,-0.029383400514865987,-0.01795579994359675,-0.016543337045603068,-0.06332986266323137,-0.03116565784966907,-0.052229683226536094,-0.011379947774593835,-0.02801719814645176,-0.036363713749430704,-0.03273041564840784,-0.02834646972810473,,-0.05684759908846859,,-0.009931768778681294,-0.05649712221438541
2023-01-04,0.00179302720311858,0.0029185085919345433,0.031781368469505855,0.016666555889680135,0.026864170232169915,0.0028569396990945073,0.007744639453944657,0.0076014390645593455,0.008588735155081073,0.03190994790560886,0.006729909725543104,0.012867512990200058,,0.0056456303082512704,0.0019569495686890814,0.011802541537680789,0.01554016249264234,0.03807797701376803,-0.006122453526297922,0.029453015427769902,0.0020060399335639634,-0.0052587652310943644,,0.02187334736407265,0.023809514946208532,0.008764877250429626,-0.004742565391695264,0.012121173038204702,0.012206680085064203,0.01796402850516654,0.029199851112395425,0.0049457929791043576,0.015063712860694967,-0.012832579702774294,0.026074310423993996,,0.00395264173256904,0.006359349532738534,0.009627773961339736,0.01953602787885944,0.020356292750155935,0.02525520448532137,0.0005409412745271958,0.0008996360684041527,0.007055718470113881,-0.009953482296341853,0.0169577073194489,0.0074165058308275356,0.019575713515803006,-0.0011781366120089398,0.0031518727232151544,0.01163877134536917,-0.002506224700341675,0.006055263162085156,0.039088070469148084,0.008514036225542032,0.020618487792076312,,0.0033462007328985965,0.04102543855788432,0.003448338901558934,0.007560195719696461,0.0029921175775762254,0.009472368718156154,-0.0196743666339817,0.11494244446018897,0.010869317221077868,0.003936966808817388,0.03347277106895308,0.004962818164208294,0.019690516079664766,-0.018370973669442625,0.013086135967118606,0.022977259913689485,0.002900366365393925,0.020143999133249046,0.015520996284998034,0.06132082879381251,-0.002226145997268225,0.03808758280023894,,0.024657468505343116,,0.04890280515979062,-0.005988049034748477
2023-01-05,0.016778455850201324,0.03118573758787635,0.036008627598904885,0.03240561877540937,0.001955949179234029,0.04344766149205315,0.02492974024338168,0.031014177131763576,0.014598624754052603,0.040641189261444666,0.002138857907651115,0.045674644811587006,,0.0028071263631934684,0.003124938384406306,0.008303395613810993,0.057765803001922356,0.022707443948728034,0.025814046332736984,0.004768392370572139,0.006206042866134798,0.03127773851722759,,0.026893711885626503,0.013289018727141944,0.03238587105751112,0.02450645112184824,0.010479050450278304,0.0092762953655956,-0.009243776105597235,0.04547221794213585,0.0021533259509851632,0.0068492447773340626,-0.0009630232170126929,-0.00470586813814744,,0.007381862638995207,-0.015271301642943769,0.03242220061128087,0.014371330523244241,0.01603133177008531,-0.005241109579125602,-0.006486650149899242,-0.0062920135417432466,0.02038218749168408,0.020107100259143973,0.026483663118201717,-0.006134895694300702,0.0048000704228303714,0.004127504809613436,0.009874182301566004,0.0012438244037942248,0.01758782675640158,0.06764118174084333,0.026645711256545468,0.01688394933817783,0.018181791389900948,,0.012863327265165259,0.009852360014675599,0.018041224200714634,0.06616645748242567,0.031026395417970365,0.024798914319311027,0.017993128935571256,-0.04123705944296885,0.04301080427074799,0.04313733056892799,0.009446717017925987,0.00987662045701132,0.004827634618575383,0.009019197089006337,0.012917216343625748,0.011979154383463309,-0.0012852737876266618,0.05923832850173394,0.041484695789262505,0.02666660809549204,0.030343610433103407,0.021077353015376943,,0.02495564890196711,,-0.005977309277102272,-0.027108352876579644
2023-01-06,0.015841534866008145,0.017338376293505098,-0.005862386319920643,-0.006277872211723379,0.000488112554114295,0.027986336933297773,0.004572015351708814,0.023577198630075014,0.01678657875174072,0.00571940210238453,0.014674279649694144,0.013884529992998829,,0.0020992737436384967,-0.0031152035652100007,0.01901976293339369,0.010488284568928474,0.05721606098303389,0.006005151611995663,0.006779661016949046,-0.006366831372068171,0.020503915700148534,,0.021378668852444882,0.011475405865366994,0.02677813831274012,0.007641538154930627,-0.014814767493646519,0.0,0.01272263318230249,0.01635701789945032,0.029158949245167598,0.00907035503339415,-0.0050602132615601425,-0.0023639109739357345,,-0.007327770047057647,0.036898452629006595,0.02894079950489714,-0.0023613089421262723,0.025946652425444805,0.0031612757669639002,0.0029924113931274476,-0.0122117821357558,0.03495637305585353,0.001971276640743147,0.026755836125085697,-0.0049381803997822216,0.016719780763032377,0.038461526802205714,0.013333277106553965,-0.010558919504091158,0.06172842376479992,0.01718122269355149,0.046564872711230665,0.007547037066390816,0.031084667677055977,,0.014346409530230364,0.01951233927664786,0.0210970954947185,0.04094690675387169,0.038194446133408944,0.0035972270767796743,0.02107425898225479,0.06451611097054966,-0.020618693508014374,0.03759401013460151,0.009358311695572441,0.02933967291143924,0.0006863128346432656,-0.005586611431072308,0.036131731516346965,0.019639607199490206,0.01769622697097839,0.010652463932329992,-0.01048218096413156,0.017316055336251468,0.0060632043622028675,0.014525970157899915,,0.037391164201744376,,0.004810578938259313,-0.0030960281275094204
2023-01-09,0.0010828539621854372,0.007134262387014534,0.005476028049524517,0.0066890167965838465,0.007316839646126061,0.01266892934596986,0.0018203637053317845,-0.01350291720474095,0.0070754256292497875,-0.009623903284901036,-0.0028924996171998396,-0.009700453408936216,,0.005586651145915722,0.013671809964868498,-0.0011544731949046927,-0.017895539265668448,-0.0274636631215609,0.023592884751750143,-0.008754208754208737,0.01341611474476867,-0.009627343510411612,,-0.0031394995233978706,-0.0032413759462179836,0.0023563182372317026,0.020441468294807974,-0.009022611351226617,0.025735407426135337,0.0008377194361983697,0.019019792025948945,0.004771738881504506,-0.004494411607748661,0.0007267000388373468,0.01635071067190208,,0.004429052739206574,0.0025787214837622585,0.024536394500798808,-0.013017739880037849,-0.001025436044557626,0.009978779176297525,0.02468139458330243,0.0068679833139424495,-0.004825186972019613,0.009835907008698408,-0.012564077026107956,0.0074440305655072425,0.02349249257012076,0.010743718059009533,0.009210636611760359,0.009102267877347359,-0.009302255040765983,0.012932236587672508,-0.009482180372021087,0.023221175352438284,-0.030788835738811082,,-0.0037099338968125117,0.009568910555123322,-0.012396810089378318,0.004302368973782,0.001672054528070177,0.012381842685352362,-0.024633965240532518,0.07070707402764431,0.0,0.02536229487488284,0.0,0.0014253082351571855,-0.016460879232411352,-0.008314622720761111,-0.01128198332781749,-0.010158364244208129,0.012646209450241752,0.003952518268847793,-0.11016943399264023,0.0042552729922651356,0.006887638853423139,0.006028646955710926,,0.01508818630498121,,0.010772011671924098,0.0031056432864784433
2023-01-10,0.01233246711589464,0.01928335854531693,0.009216505108934125,0.005906359149271179,-0.009685028775746063,0.03001392080254539,0.0029076662576010825,0.035426782327465656,0.021077404569500136,0.05388694633434343,-0.009757270569112908,0.01699801216727992,,0.009722324271321137,0.008863387465656958,0.032171036751834414,-0.01239066651671028,0.029900303805469486,0.00555404238685564,0.011548828305069092,-0.012448074019279498,0.014792903937021817,,0.010498615966803237,0.03414614787976755,0.020898007664422513,0.02778675519971019,0.010622078439793903,0.005376397476726691,-0.006694596783831552,0.03481681423506777,0.015138195198588944,0.023137736505998818,-0.0024202576539728016,-0.016320914644611828,,-0.007839309329927269,0.029835218868294877,0.031541708152759806,0.028776921938305833,0.0372907518071004,0.0005202694426427179,0.0018527328879507365,0.015006790111357748,0.03333335791672476,0.010389635500714256,0.030631566718958503,0.003694552580037813,0.12777351262221015,0.0011187863763515438,0.023033610788754988,-0.012752727556567534,0.06572752388720926,0.01823874110991497,0.025773169297594434,0.019765725197232742,0.023825055558568176,,0.0065161017126207366,0.04739339800219233,0.014225979940351241,0.047735572507593416,0.019476883829555813,0.020598683603339385,0.03344716609520848,0.1698113369750509,0.0035088213633691634,0.07773864655405505,0.0370860564102764,0.0583490272723588,-0.010460319076198266,0.01858145089337282,0.013485516258376906,0.02718919972462186,0.005307505897374609,0.036745478434183854,0.026190500410776307,0.08474583930043944,-0.014536133452759392,0.0074905917363206065,,0.04954569897482819,,0.08762590308274532,0.037151615620864886
2023-01-11,-0.0035264177718064005,0.017374655011944462,0.007886976313756788,0.012844024160840073,0.04523221790943888,0.01986735860864619,0.011596351992877674,0.04587865576989847,0.00802756814225103,-0.018440850963397315,0.027962586357610952,0.014164311303515476,,-0.01719401010201238,0.045072480243624646,0.026875683089906843,0.011070173988326104,0.020967761038742205,0.07760294067370599,0.010073959698799761,-0.014605803917121518,0.010828801775155883,,0.008311375266406573,0.03301903107785864,0.010614336056489426,0.010059919197464406,0.03003010477389645,0.04099805960713976,-0.014321869643558638,0.011099605903931886,0.005847901918518472,0.022062912825091097,0.021348963256534015,0.040768021283837275,,-0.021234665423427446,0.03996024990089175,0.03567421863053988,0.006993042568668617,0.03463056456499758,0.027026899338873145,0.026948588575817833,0.008512524038854163,0.020527884702310928,0.0038559617591507056,0.03886580395660255,0.0,0.006784288780463887,-0.001298202624042566,0.0033982637473011224,0.025834991666006113,-0.004405214942426405,0.13638680019124538,0.015075445507044982,0.007896722812232637,0.03167432761983102,,0.04115646148294294,0.013574764859221489,0.023927392288131788,0.0017523756408968083,0.0141923205565897,0.0015767201050433943,-0.0006608281880964295,-0.03225802049071469,-0.0034965525849609547,-0.006557453634341348,-0.0012771075532711507,-0.008964567302770399,0.0345314497846283,0.012235923865334453,-0.007165055267550291,0.02504215114838093,0.005279659033260442,-0.006329163229003121,0.06728535764039889,0.02734385914324955,0.030802647085546475,0.07732340816469296,,0.03933904691712842,,0.035928133764834946,0.06865665777888319
2023-01-12,0.005254709810083691,-0.014041826880289099,0.014414972423962391,0.005434904170227295,-0.00888893242107558,-0.023376596372790548,-0.011821778208348288,-0.005947848384671106,-0.010239131814209435,-0.02860813579173327,-0.0023312900009996307,-0.00642438637615006,,-0.013296110790503857,0.006944575218034599,-0.008905893606527604,-0.0200730794026015,-0.0007899075041363224,0.018708330297824594,0.003989278766663329,0.020507435736278667,-0.009064659222727034,,-0.00025748530089508836,-0.0015221407554165678,-0.020255225066811988,0.003734765948379737,-0.008746327838676793,-0.009417672892590323,0.013675062591943954,-0.019210971727736115,-0.003197622529325317,0.007555256102892427,0.03467917357320216,-0.0006832063793120735,,0.005045501924563656,0.020172651197828628,-0.015855928193850066,0.0,-0.028371001392670236,0.012145854658956123,-0.0015435835552430888,0.00888500491708788,0.01666668026523732,-0.010242950139090934,-0.017605435180939266,0.004908120508090086,0.0040430445517338764,0.01801799394597836,-0.007620724030951598,-0.007985362172148847,0.0022122762079272995,0.011033516662763088,-0.002121626668482368,0.006410137003364902,-0.009398465314180982,,0.0017764063938570107,-0.017856777292183268,0.016116116180260986,-0.012828015952636163,-0.0010766833808943943,0.0059823937934440075,-0.000660820857438349,-0.0666666811310842,0.007017642726738549,0.05280524003079856,-0.02941176649931232,-0.014472995783732512,0.025885544006801542,0.007692270998415518,-0.012371011281273714,0.007594944111359858,0.030892594495626202,0.0038216728358440033,-0.05434782608695654,-0.030418411519106736,0.006313115197193353,0.005521059260719774,,-0.02725198160515796,,-0.02522340684526647,-0.02513959122138143
2023-01-13,0.0008534763323062577,-0.005003666932927087,-0.002436044723353792,-0.002162139638979488,-0.01864514870463463,-0.003324065296951395,-0.008518946140170458,-0.015706881583736232,-0.00804577104821469,-0.0272527303815584,0.011944842030558123,0.0022489420024185414,,-0.015602681648159367,-0.017060046104575455,-0.01503751131745179,-0.020484015491199825,-0.003952508977731917,-0.01761010750790548,-0.02185422383513047,0.003382563562593255,-0.002910532892290374,,-0.017520972558588088,-0.04039642831462076,0.003828185232804815,0.005581391059473306,0.0,-0.012964650844679015,-0.019392608446769488,-0.015040295528613856,-0.0026246729693599757,-0.01606844883493519,-0.03696031253715015,-0.013901741116026822,,-0.0030119712877478833,-0.051788925494971494,-0.018888979810572692,-0.03124993118281738,-0.01902896258850706,-0.0020001653960123322,-0.02499361016324253,-0.009246742215745507,-0.031091147517828377,-0.029107525328453954,-0.018368969560043524,0.02075683108694304,-0.0006710453058619281,-0.0039965027585998625,-0.007252577859605314,-0.007739980972030436,0.011037734076947414,-0.01536739296258971,-0.024805075799789078,-0.002123405756609742,-0.039848188005366825,,-0.016847974186140258,-0.027272987458572873,-0.005551250820889364,-0.0023626749690366378,-0.031249773562210592,-0.006572642192988698,-0.020502676630185346,-0.017857176066265246,0.0,0.07523515960032823,-0.05270093377152929,-0.03717305587530606,-0.01792833870954702,0.01504922427780242,-0.03340288540257541,-0.010678495300296853,-0.011986635651903277,-0.008883200091566845,-0.02298850574712641,-0.047058824729422244,-0.022166486408525476,0.04667122139223734,,0.0007781953927132879,,-0.00916442497497827,-0.04297993737561223
2023-01-16,-0.01673412590710932,-0.010831905280357157,-0.02157067633313725,-0.024918895951603903,-0.01827810637542371,-0.03068760043292973,0.0027423257806444834,-0.015957362176344136,-0.017381325699342254,-0.04112082162169017,-0.03284581291829558,-0.001122014647952696,,-0.048991457747977196,-0.009231994088603312,0.0007444993678549228,-0.006464126601667508,-0.01825400705930902,0.0005122155332515366,0.0006771325219623314,0.003569228527495305,0.004169901567508738,,0.0007866191986216631,-0.01906259410117339,-0.022120440110024675,-0.016651236118021773,-0.0029411670239116727,-0.009632085296782611,0.008598441133163215,-0.018465950382604013,-0.009356675260210556,-0.0038106953949982314,-0.026460189023247316,-0.008781851833332244,,0.0025176362920187323,-0.020357644213855552,-0.01075848897487408,-0.037037098942994895,-0.03745822027230006,0.005010138186436253,0.008720926756276226,-0.0057780094989885455,-0.026837637784747237,-0.001998580301718511,-0.018256688309440383,-0.023923388261751888,0.012760322551698566,0.0002866709680369173,-0.004297166702846078,0.010920553934837374,-0.03711790542642235,-0.0027144259552082106,-0.010174492076884478,-0.019857856939086815,-0.01976294017861735,,-0.028410011577645555,-0.028037199449077677,-0.03588508376846755,-0.016577821290110428,-0.010567367067316313,-0.019848926049298443,-0.014854710695591411,-0.009090867132142133,-0.024390126430229753,0.12244899018911037,-0.0278164512532163,-0.002383340101063003,0.01757944551567192,0.010743113522114989,0.0032396792274469455,-0.016761606836233733,-0.006369424045077232,-0.008962951038799738,-0.03058824726179532,0.11522637621128173,-0.03678352155144948,-0.006557338113027944,,-0.03965795183976151,,0.022306951767218752,-0.011976098069497065
