ano,ABEV3,ANIM3,AXIA3,AZZA3,B3SA3,BBAS3,BBDC3,BBDC4,BBSE3,BEEF3,BPAC11,BRAP4,BRAV3,BRKM5,CMIG4,COGN3,CPFE3,CPLE3,CSAN3,CSMG3,CSNA3,CVCB3,CXSE3,CYRE3,DIRR3,ECOR3,EGIE3,EMBJ3,ENEV3,ENGI11,EQTL3,EZTC3,FLRY3,GGBR4,GOAU4,HYPE3,IGTI11,IRBR3,ISAE4,ITSA4,ITUB3,ITUB4,JHSF3,KLBN11,LREN3,MDNE3,MGLU3,MOTV3,MOVI3,MRVE3,MULT3,PETR3,PETR4,POMO4,PRIO3,PSSA3,RADL3,RAIL3,RAPT4,RENT3,SANB11,SAPR11,SBSP3,SLCE3,SMFT3,SUZB3,TAEE11,TEND3,TOTS3,UGPA3,USIM5,VALE3,VBBR3,VIVT3,WEGE3,YDUQ3
2022,0.04300752054698649,0.03377219097526488,0.03314857878394783,0.038049295071525754,0.04256463017580106,,,,0.12145537983435835,0.03725067809717515,,1.0,0.032262994247121646,0.03274843378679497,0.05394280226480428,0.03155040720508717,0.05034599985329314,0.03570427049259677,0.035232339130137354,0.04681436885567081,0.03676251701720226,0.03034044997342356,0.10137758177099038,0.03512605824091272,0.035109746235878474,0.0,0.03901109740078971,0.02925907633122589,0.03150297950475187,0.06035147945631928,0.05068799525695966,0.03485310425311077,0.0356111149595661,0.04093368267809495,0.051589545598926714,0.03854205983124133,0.04725140986347202,0.029931977250517414,0.049616862085688586,0.06535601279179612,,,0.03658474481520783,0.034703198662073435,0.033764810034283325,0.033324023787964195,0.03128600348375923,0.09407414876982442,0.03507484879154018,0.03160947525552664,0.06317934085678034,0.04545013957325472,0.045927259070922564,0.03303211500562854,0.03665213559162895,0.03366062259639221,0.034513922947257664,0.033671680851592424,0.03743099802523417,0.03260440086386103,,0.05696900141868165,0.11743073425964377,0.03974743503426832,0.031147284343471807,0.03798696720797083,0.050017909233749505,0.020050856094768598,0.03420963322493532,0.03722051509436126,0.035789681378676906,0.039990182735067076,0.03591643972433947,0.03486943085077704,0.03633434987780916,0.034635735500670034
