ano,ABEV3,ALOS3,ANIM3,AXIA3,AZZA3,B3SA3,BBAS3,BBDC3,BBDC4,BBSE3,BEEF3,BPAC11,BRAP4,BRAV3,BRKM5,CMIG4,COGN3,CPFE3,CPLE3,CSAN3,CSMG3,CSNA3,CVCB3,CXSE3,CYRE3,DIRR3,ECOR3,EGIE3,EMBJ3,ENEV3,ENGI11,EQTL3,EZTC3,FLRY3,GGBR4,GOAU4,HYPE3,IGTI11,IRBR3,ISAE4,ITSA4,ITUB3,ITUB4,JHSF3,KLBN11,LREN3,MDNE3,MGLU3,MOTV3,MOVI3,MRVE3,MULT3,PETR3,PETR4,POMO4,PRIO3,PSSA3,RADL3,RAIL3,RAPT4,RENT3,SANB11,SAPR11,SBSP3,SLCE3,SMFT3,SUZB3,TAEE11,TEND3,TOTS3,UGPA3,USIM5,VALE3,VBBR3,VIVT3,WEGE3,YDUQ3
2023,0.35215001714132166,0.37154850234462133,0.3476040102936266,0.3469910999190362,0.3481174633360092,0.3505343814570805,,,,0.5059039826345139,0.34686822042982746,,0.4251882699995352,0.3466045965409388,0.34366832819070986,0.37510833972152585,0.34596928707583025,0.3560972356996845,0.3471462121590722,0.347930051436996,0.3542599335148841,0.3463280518146375,0.3565041717296286,1.0,0.34672144093022295,0.3465510136463172,0.4119252939608296,0.3482517446985029,0.34552360446145425,0.3456682677183924,0.3552540999197431,0.3485992318110107,0.3457673367383545,0.34812517759906103,0.3474158764850329,0.35041653652495225,0.34813349991664305,0.3492733181688784,0.3472970188507081,0.35418984257667274,0.3548579457132072,,,0.34804902714570846,0.3456016883275853,0.3456818229139996,0.34669031538826534,0.3440401706766181,0.3606981308971664,0.3456717954493738,0.3445534425198311,0.36137542064924333,0.3483073593856935,0.34836325684914166,0.3472630180200154,0.3500048483692194,0.35108966736745173,0.3465629824217014,0.3460947208341929,0.3476481828136259,0.3457233493576234,,0.36109116721776785,0.0,0.34716670087106316,0.3458690794605688,0.34649786995539567,0.3545213045012839,0.3451559786442035,0.3466743172286249,0.3479136782794223,0.34519353931617996,0.34771588522825325,0.3492985903014169,0.34678161497058874,0.34781217244320795,0.34708130937882414
