CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;QT_ACAO_ORDIN_CAP_INTEGR;QT_ACAO_PREF_CAP_INTEGR;QT_ACAO_TOTAL_CAP_INTEGR;QT_ACAO_ORDIN_TESOURO;QT_ACAO_PREF_TESOURO;QT_ACAO_TOTAL_TESOURO
00.000.000/0001-91;2021-03-31;1;BCO BRASIL S.A.;2865417020;0;2865417020;11975061;0;11975061
00.000.000/0001-91;2021-06-30;1;BCO BRASIL S.A.;2865417020;0;2865417020;12017619;0;12017619
00.000.000/0001-91;2021-09-30;1;BCO BRASIL S.A.;2865417020;0;2865417020;12017619;0;12017619
00.000.208/0001-00;2021-03-31;2;BRB BANCO DE BRASILIA S.A.;280146;82900;363046;0;0;0
00.000.208/0001-00;2021-06-30;1;BRB BANCO DE BRASILIA S.A.;280146;82900;363046;0;0;0
00.000.208/0001-00;2021-09-30;3;BRB BANCO DE BRASILIA S.A.;280146;82900;363046;0;0;0
00.001.180/0001-26;2021-03-31;2;CENTRAIS ELET BRAS S.A. - ELETROBRAS;1288842596;280088314;1568930910;0;0;0
00.001.180/0001-26;2021-06-30;1;CENTRAIS ELET BRAS S.A. - ELETROBRAS;1288842596;280088314;1568930910;0;0;0
00.001.180/0001-26;2021-09-30;1;CENTRAIS ELET BRAS S.A. - ELETROBRAS;1288843;280088;1568931;0;0;0
00.070.698/0001-11;2021-03-31;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;7184178;7232205;14416383;0;0;0
00.070.698/0001-11;2021-06-30;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;7184178;7232205;14416383;0;0;0
00.070.698/0001-11;2021-09-30;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;7184178;7232205;14416383;0;0;0
00.080.671/0001-00;2021-03-31;2;CARAMURU ALIMENTOS S.A.;24444000;0;24444000;0;0;0
00.080.671/0001-00;2021-06-30;2;CARAMURU ALIMENTOS S.A.;24444000;0;24444000;0;0;0
00.080.671/0001-00;2021-09-30;1;CARAMURU ALIMENTOS S.A.;24444000;0;24444000;0;0;0
00.192.769/0001-59;2021-03-31;1;NEUMARKT TRADE AND FINANCIAL CENTER S/A;10000;0;10000;0;0;0
00.192.769/0001-59;2021-06-30;1;NEUMARKT TRADE AND FINANCIAL CENTER S/A;10000;0;10000;0;0;0
00.192.769/0001-59;2021-09-30;1;NEUMARKT TRADE AND FINANCIAL CENTER S/A;10000;0;10000;0;0;0
00.194.724/0001-13;2021-03-31;1;AUREN OPERAÇÕES S.A.;2356634;0;2356634;0;0;0
00.194.724/0001-13;2021-06-30;1;AUREN OPERAÇÕES S.A.;2356634;0;2356634;0;0;0
00.194.724/0001-13;2021-09-30;1;AUREN OPERAÇÕES S.A.;2356634;0;2356634;0;0;0
00.242.184/0001-04;2021-03-31;1;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;1147;0;1147;0;0;0
00.242.184/0001-04;2021-06-30;1;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;1182510;0;1182510;0;0;0
00.242.184/0001-04;2021-09-30;1;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;345759521;0;345759521;0;0;0
00.272.185/0001-93;2021-03-31;1;CIMS S.A.;13792701;27585242;41377943;0;0;0
00.272.185/0001-93;2021-06-30;1;CIMS S.A.;16192164;32384168;48576332;0;0;0
00.272.185/0001-93;2021-09-30;1;CIMS S.A.;16192164;32384168;48576332;0;0;0
00.336.701/0001-04;2021-03-31;1;TELEC BRASILEIRAS S.A. TELEBRAS;49457271;18407491;67864762;193;0;193
00.336.701/0001-04;2021-06-30;1;TELEC BRASILEIRAS S.A. TELEBRAS;49457271;18407491;67864762;193;0;193
00.336.701/0001-04;2021-09-30;1;TELEC BRASILEIRAS S.A. TELEBRAS;49457271;18407491;67864762;193;0;193
00.359.742/0001-08;2021-03-31;1;FICTOR ALIMENTOS S.A.;20898;0;20898;0;0;0
00.359.742/0001-08;2021-06-30;1;FICTOR ALIMENTOS S.A.;20898;0;20898;0;0;0
00.359.742/0001-08;2021-09-30;1;FICTOR ALIMENTOS S.A.;20898;0;20898;0;0;0
00.383.281/0001-09;2021-03-31;1;BNDES PARTICIPACOES S.A. - BNDESPAR;1000000;0;1000000;0;0;0
00.383.281/0001-09;2021-06-30;1;BNDES PARTICIPACOES S.A. - BNDESPAR;1000000;0;1000000;0;0;0
00.383.281/0001-09;2021-09-30;1;BNDES PARTICIPACOES S.A. - BNDESPAR;1000000;0;1000000;0;0;0
00.389.481/0001-79;2021-03-31;1;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;140412;0;140412;0;0;0
00.389.481/0001-79;2021-06-30;1;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;140412;0;140412;0;0;0
00.389.481/0001-79;2021-09-30;1;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;140412;0;140412;0;0;0
00.416.968/0001-01;2021-03-31;1;BANCO INTER S.A.;383452029;380992616;764444645;782520;371340;1153860
00.416.968/0001-01;2021-06-30;1;BANCO INTER S.A.;1150356087;1142977848;2293333935;2347560;1114020;3461580
00.416.968/0001-01;2021-09-30;1;BANCO INTER S.A.;1293373691;1285229952;2578603643;1114020;3461580;2347560
00.545.378/0001-70;2021-03-31;1;SERRA AZUL WATER PARK SA;29118116;0;29118116;0;0;0
00.545.378/0001-70;2021-06-30;1;SERRA AZUL WATER PARK SA;29188116;0;29188116;0;0;0
00.545.378/0001-70;2021-09-30;1;SERRA AZUL WATER PARK SA;29188116;0;29188116;0;0;0
00.622.416/0001-41;2021-03-31;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;250269447;0;250269447;0;0;0
00.622.416/0001-41;2021-06-30;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;307533270;0;307533270;0;0;0
00.622.416/0001-41;2021-09-30;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;307533270;0;307533270;0;0;0
00.644.907/0001-93;2021-03-31;1;INVESTCO S.A.;402202;384204;786406;0;0;0
00.644.907/0001-93;2021-06-30;1;INVESTCO S.A.;402202;384204;786406;0;0;0
00.644.907/0001-93;2021-09-30;1;INVESTCO S.A.;402202;384204;786406;0;0;0
00.743.065/0001-27;2021-03-31;1;LITEL PARTICIPACOES S.A.;215495;0;215495;0;0;0
00.743.065/0001-27;2021-06-30;1;LITEL PARTICIPACOES S.A.;215495;0;215495;0;0;0
00.743.065/0001-27;2021-09-30;1;LITEL PARTICIPACOES S.A.;215495;0;215495;0;0;0
00.776.574/0001-56;2021-03-31;1;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;560085762;0;560085762;0;0;0
00.776.574/0001-56;2021-06-30;1;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;899441153;0;899441153;0;0;0
00.776.574/0001-56;2021-09-30;1;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;903136665;0;903136665;5553600;0;5553600
00.864.214/0001-06;2021-03-31;2;ENERGISA S.A.;755993938;1058567972;1814561910;0;0;0
00.864.214/0001-06;2021-06-30;1;ENERGISA S.A.;755993938;1058567972;1814561910;0;0;0
00.864.214/0001-06;2021-09-30;2;ENERGISA S.A.;755993938;1058567972;1814561910;923837;3695348;4619185
00.897.864/0001-58;2021-03-31;1;SANTA CATARINA PART INVEST SA;200;0;200;0;0;0
00.897.864/0001-58;2021-06-30;1;SANTA CATARINA PART INVEST SA;200;0;200;0;0;0
00.897.864/0001-58;2021-09-30;1;SANTA CATARINA PART INVEST SA;200;0;200;0;0;0
00.924.429/0001-75;2021-03-31;2;FERROVIA CENTRO-ATLANTICA S.A.;136242616;19;136242635;0;0;0
00.924.429/0001-75;2021-06-30;1;FERROVIA CENTRO-ATLANTICA S.A.;136242596;19;136242615;0;0;0
00.924.429/0001-75;2021-09-30;2;FERROVIA CENTRO-ATLANTICA S.A.;142807784;19;142807803;0;0;0
00.938.574/0001-05;2021-03-31;1;CONC RIO-TERESOPOLIS S.A.;48786;37680;86466;0;0;0
00.938.574/0001-05;2021-06-30;1;CONC RIO-TERESOPOLIS S.A.;48786;37680;86466;0;0;0
00.938.574/0001-05;2021-09-30;1;CONC RIO-TERESOPOLIS S.A.;48786;37680;86466;0;0;0
00.974.211/0001-25;2021-03-31;1;LINHA AMARELA S.A. - LAMSA;70666879;141333771;212000650;0;0;0
00.974.211/0001-25;2021-06-30;1;LINHA AMARELA S.A. - LAMSA;70666879;141333771;212000650;0;0;0
00.974.211/0001-25;2021-09-30;1;LINHA AMARELA S.A. - LAMSA;70666879;141333771;212000650;0;0;0
00.979.969/0001-56;2021-03-31;1;CAIXA ADM DIV PUB ESTADUAL SA;69150;0;69150;0;0;0
00.979.969/0001-56;2021-06-30;1;CAIXA ADM DIV PUB ESTADUAL SA;69150262;0;69150262;0;0;0
00.979.969/0001-56;2021-09-30;1;CAIXA ADM DIV PUB ESTADUAL SA;69150262;0;69150262;0;0;0
01.027.058/0001-91;2021-03-31;1;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;2716815061;0;2716815061;8783856;0;8783856
01.027.058/0001-91;2021-06-30;1;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;2716815061;0;2716815061;15319975;0;15319975
01.027.058/0001-91;2021-09-30;1;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;2716815061;0;2716815061;14957298;0;14957298
01.083.200/0001-18;2021-03-31;2;NEOENERGIA S.A.;1213797;0;1213797;0;0;0
01.083.200/0001-18;2021-06-30;1;NEOENERGIA S.A.;1213797248;0;1213797248;400;0;400
01.083.200/0001-18;2021-09-30;1;NEOENERGIA S.A.;1213796848;0;1213796848;400;0;400
01.104.937/0001-70;2021-03-31;1;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;11764;0;11764;0;0;0
01.104.937/0001-70;2021-06-30;1;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;11764;0;11764;0;0;0
01.104.937/0001-70;2021-09-30;1;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;11764;0;11764;0;0;0
01.107.327/0001-20;2021-03-31;1;BBM LOGÍSTICA S.A.;40761;0;40761;0;0;0
01.107.327/0001-20;2021-06-30;1;BBM LOGÍSTICA S.A.;40760818;0;40760818;0;0;0
01.107.327/0001-20;2021-09-30;1;BBM LOGÍSTICA S.A.;40760818;0;40760818;0;0;0
01.258.944/0001-26;2021-03-31;1;RUMO MALHA SUL S.A.;45035110304475;68516168445415;113551278749890;0;0;0
01.258.944/0001-26;2021-06-30;1;RUMO MALHA SUL S.A.;45035110304475;68516168445415;113551278749890;0;0;0
01.258.944/0001-26;2021-09-30;1;RUMO MALHA SUL S.A.;45035110304475;68516168445415;113551278749890;0;0;0
01.319.044/0001-41;2021-03-31;1;WTC AMAZONAS SUITE HOTEL S.A.;100;0;100;0;0;0
01.319.044/0001-41;2021-06-30;1;WTC AMAZONAS SUITE HOTEL S.A.;100;0;100;0;0;0
01.319.044/0001-41;2021-09-30;1;WTC AMAZONAS SUITE HOTEL S.A.;100;0;100;0;0;0
01.417.222/0001-77;2021-03-31;1;MRS LOGISTICA S.A.;188333;151667;340000;0;0;0
01.417.222/0001-77;2021-06-30;1;MRS LOGISTICA S.A.;188333;151667;340000;0;0;0
01.417.222/0001-77;2021-09-30;1;MRS LOGISTICA S.A.;188333;151667;340000;0;0;0
01.468.594/0001-22;2021-03-31;2;LG INFORMÁTICA S.A.;60000000;0;60000000;0;0;0
01.468.594/0001-22;2021-06-30;1;LG INFORMÁTICA S.A.;60000000;0;60000000;0;0;0
01.468.594/0001-22;2021-09-30;1;LG INFORMÁTICA S.A.;60000000;0;60000000;0;0;0
01.543.032/0001-04;2021-03-31;1;EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.;283067254;0;283067254;0;0;0
01.543.032/0001-04;2021-06-30;1;EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.;283067254;0;283067254;0;0;0
01.543.032/0001-04;2021-09-30;1;EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.;283067254;0;283067254;0;0;0
01.545.826/0001-07;2021-03-31;1;GAFISA S.A.;300676;0;300676;342;0;342
01.545.826/0001-07;2021-06-30;1;GAFISA S.A.;309553;0;309553;342;0;342
01.545.826/0001-07;2021-09-30;1;GAFISA S.A.;337446;0;337446;296;0;296
01.548.981/0001-79;2021-03-31;1;INVESTIMENTOS BEMGE S.A.;792;1572;2364;0;0;0
01.548.981/0001-79;2021-06-30;1;INVESTIMENTOS BEMGE S.A.;792;1572;2364;0;0;0
01.548.981/0001-79;2021-09-30;1;INVESTIMENTOS BEMGE S.A.;792;1572;2364;0;0;0
01.599.101/0001-93;2021-03-31;1;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;129246255;0;129246255;0;0;0
01.599.101/0001-93;2021-06-30;1;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;138468249;0;138468249;0;0;0
01.599.101/0001-93;2021-09-30;1;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;139431109;0;139431109;0;0;0
01.616.929/0001-02;2021-03-31;3;SANEAMENTO DE GOIAS SA;1866906375;648639993;2515546368;0;0;0
01.616.929/0001-02;2021-06-30;1;SANEAMENTO DE GOIAS SA;1866906375;648639993;2515546368;0;0;0
01.616.929/0001-02;2021-09-30;1;SANEAMENTO DE GOIAS SA;1866906375;648639993;2515546368;0;0;0
01.838.723/0001-27;2021-03-31;1;BRF S.A.;812473246;0;812473246;4766084;0;4766084
01.838.723/0001-27;2021-06-30;1;BRF S.A.;812473246;0;812473246;4083804;0;4083804
01.838.723/0001-27;2021-09-30;1;BRF S.A.;812473246;0;812473246;4061680;0;4061680
01.851.771/0001-55;2021-03-31;1;524 PARTICIPACOES S.A.;228361901;0;228361901;0;0;0
01.851.771/0001-55;2021-06-30;1;524 PARTICIPACOES S.A.;446808503;0;446808503;0;0;0
01.851.771/0001-55;2021-09-30;1;524 PARTICIPACOES S.A.;446808503;0;446808503;0;0;0
01.896.779/0001-38;2021-03-31;1;CSU DIGITAL S.A.;41800;0;41800;691;0;691
01.896.779/0001-38;2021-06-30;1;CSU DIGITAL S.A.;41800;0;41800;691;0;691
01.896.779/0001-38;2021-09-30;1;CSU DIGITAL S.A.;41800;0;41800;656;0;656
01.917.818/0001-36;2021-03-31;2;LIGHT ENERGIA S.A.;77421581;0;77421581;0;0;0
01.917.818/0001-36;2021-06-30;1;LIGHT ENERGIA S.A.;77421581;0;77421581;0;0;0
01.917.818/0001-36;2021-09-30;2;LIGHT ENERGIA S.A.;77421581;0;77421581;0;0;0
01.938.783/0001-11;2021-03-31;1;CIA PARTICIPACOES ALIANCA DA BAHIA;6425139;6425139;12850278;0;0;0
01.938.783/0001-11;2021-06-30;1;CIA PARTICIPACOES ALIANCA DA BAHIA;6425139;6425139;12850278;0;0;0
01.938.783/0001-11;2021-09-30;1;CIA PARTICIPACOES ALIANCA DA BAHIA;6425139;6425139;12850278;0;0;0
01.957.772/0001-89;2021-03-31;1;SUL 116 PARTICIPACOES S.A.;83596903;0;83596903;0;0;0
01.957.772/0001-89;2021-06-30;1;SUL 116 PARTICIPACOES S.A.;83596903;0;83596903;0;0;0
01.957.772/0001-89;2021-09-30;1;SUL 116 PARTICIPACOES S.A.;83596903;0;83596903;0;0;0
01.971.614/0001-83;2021-03-31;1;EMPRESA NAC COM REDITO PART S.A.ENCORPAR;1026;874;1900;0;0;0
01.971.614/0001-83;2021-06-30;1;EMPRESA NAC COM REDITO PART S.A.ENCORPAR;1026;874;1900;0;0;0
01.971.614/0001-83;2021-09-30;1;EMPRESA NAC COM REDITO PART S.A.ENCORPAR;1026;874;1900;0;0;0
01.989.044/0001-59;2021-03-31;1;WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.;1000;0;1000;0;0;0
01.989.044/0001-59;2021-06-30;1;WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.;1000;0;1000;0;0;0
01.989.044/0001-59;2021-09-30;1;WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.;1000;0;1000;0;0;0
02.016.440/0001-62;2021-03-31;1;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;1125427;0;1125427;0;0;0
02.016.440/0001-62;2021-06-30;1;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;1125427;0;1125427;0;0;0
02.016.440/0001-62;2021-09-30;1;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;1125427;0;1125427;0;0;0
02.062.747/0001-08;2021-03-31;1;SUDESTE S.A.;126178324;0;126178324;0;0;0
02.062.747/0001-08;2021-06-30;1;SUDESTE S.A.;1092087415;0;1092087415;0;0;0
02.062.747/0001-08;2021-09-30;1;SUDESTE S.A.;1092087415;0;1092087415;0;0;0
02.105.040/0001-23;2021-03-31;1;VIRGO II COMPANHIA DE SECURITIZACAO;41403;246;41649;0;0;0
02.105.040/0001-23;2021-06-30;1;VIRGO II COMPANHIA DE SECURITIZACAO;41403;246;41649;0;0;0
02.105.040/0001-23;2021-09-30;1;VIRGO II COMPANHIA DE SECURITIZACAO;41403;246;41649;0;0;0
02.149.205/0001-69;2021-03-31;1;PORTO SEGURO S.A.;323293;0;323293;3369;0;3369
02.149.205/0001-69;2021-06-30;1;PORTO SEGURO S.A.;323293;0;323293;3369;0;3369
02.149.205/0001-69;2021-09-30;1;PORTO SEGURO S.A.;323293;0;323293;3369;0;3369
02.162.616/0001-94;2021-03-31;1;UPTICK PARTICIPACOES S.A. - EM LIQUIDAÇÃO;52437;0;52437;0;0;0
02.162.616/0001-94;2021-06-30;1;UPTICK PARTICIPACOES S.A. - EM LIQUIDAÇÃO;52437;0;52437;0;0;0
02.162.616/0001-94;2021-09-30;1;UPTICK PARTICIPACOES S.A. - EM LIQUIDAÇÃO;52437;0;52437;0;0;0
02.193.750/0001-52;2021-03-31;1;DEXXOS PARTICIPAÇÕES S.A.;29413910;1923935;31337845;0;161300;161300
02.193.750/0001-52;2021-06-30;1;DEXXOS PARTICIPAÇÕES S.A.;29413910;1923935;31337845;0;161300;161300
02.193.750/0001-52;2021-09-30;2;DEXXOS PARTICIPAÇÕES S.A.;88241730;5771805;94013535;0;448299;448299
02.201.787/0001-85;2021-03-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;2609000;30;2609030;0;0;0
02.201.787/0001-85;2021-06-30;1;CEL PARTICIPAÇÕES S.A. - CELPAR;2609000;30;2609030;0;0;0
02.201.787/0001-85;2021-09-30;1;CEL PARTICIPAÇÕES S.A. - CELPAR;2609000;30;2609030;0;0;0
02.217.319/0001-07;2021-03-31;1;YBYRÁ CAPITAL S.A.;116574000;0;116574000;0;0;0
02.217.319/0001-07;2021-06-30;1;YBYRÁ CAPITAL S.A.;116574000;0;116574000;0;0;0
02.217.319/0001-07;2021-09-30;1;YBYRÁ CAPITAL S.A.;116574000;0;116574000;0;0;0
02.221.531/0001-30;2021-03-31;1;RDN CONCESSÕES E PARTICIPAÇÕES S.A.;983782132;1967564264;2951346396;0;0;0
02.221.531/0001-30;2021-06-30;1;RDN CONCESSÕES E PARTICIPAÇÕES S.A.;983782132;1967564264;2951346396;0;0;0
02.221.531/0001-30;2021-09-30;1;RDN CONCESSÕES E PARTICIPAÇÕES S.A.;1163179274;2326358548;3489537822;0;0;0
02.255.187/0001-08;2021-03-31;1;UNIFIQUE TELECOMUNICAÇÕES S.A.;11893265;0;11893265;0;0;0
02.255.187/0001-08;2021-06-30;1;UNIFIQUE TELECOMUNICAÇÕES S.A.;261651830;0;261651830;0;0;0
02.255.187/0001-08;2021-09-30;1;UNIFIQUE TELECOMUNICAÇÕES S.A.;362049609;0;362049609;0;0;0
02.258.422/0001-97;2021-03-31;1;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;246386;66035;312421;0;0;0
02.258.422/0001-97;2021-06-30;1;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;246386;66035;312421;0;0;0
02.258.422/0001-97;2021-09-30;1;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;246386;66035;312421;0;0;0
02.281.836/0001-37;2021-03-31;1;TRANSNORDESTINA LOGISTICA SA;26099763;26099748;52199511;0;0;0
02.281.836/0001-37;2021-06-30;1;TRANSNORDESTINA LOGISTICA SA;26099763;26099748;52199511;0;0;0
02.281.836/0001-37;2021-09-30;1;TRANSNORDESTINA LOGISTICA SA;26099763;26099748;52199511;0;0;0
02.286.479/0001-08;2021-03-31;1;LOCALIZA FLEET S.A.;103280;0;103280;0;0;0
02.286.479/0001-08;2021-06-30;1;LOCALIZA FLEET S.A.;103280;0;103280;0;0;0
02.286.479/0001-08;2021-09-30;1;LOCALIZA FLEET S.A.;103280;0;103280;0;0;0
02.291.077/0001-93;2021-03-31;1;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;100;0;100;0;0;0
02.291.077/0001-93;2021-06-30;1;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;100;0;100;0;0;0
02.291.077/0001-93;2021-06-30;1;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;100;0;100;0;0;0
02.291.077/0001-93;2021-09-30;1;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;100;0;100;0;0;0
02.302.100/0001-06;2021-03-31;1;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;39091735;0;39091735;0;0;0
02.302.100/0001-06;2021-06-30;1;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;39091735;0;39091735;0;0;0
02.302.100/0001-06;2021-09-30;1;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;39091735;0;39091735;0;0;0
02.302.101/0001-42;2021-03-31;1;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;14705;22242;36947;0;0;0
02.302.101/0001-42;2021-06-30;1;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;14705;22242;36947;0;0;0
02.302.101/0001-42;2021-09-30;1;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;14705;22242;36947;0;0;0
02.318.346/0001-68;2021-03-31;1;OPPORTUNITY ENERGIA E PARTICIPACOES S.A. - EM LIQUIDAÇÃO;1816703827;0;1816703827;0;0;0
02.318.346/0001-68;2021-06-30;1;OPPORTUNITY ENERGIA E PARTICIPACOES S.A. - EM LIQUIDAÇÃO;1816703827;0;1816703827;0;0;0
02.318.346/0001-68;2021-09-30;1;OPPORTUNITY ENERGIA E PARTICIPACOES S.A. - EM LIQUIDAÇÃO;1816703827;0;1816703827;0;0;0
02.328.280/0001-97;2021-03-31;1;ELEKTRO REDES S.A.;91881;101878;193759;0;0;0
02.328.280/0001-97;2021-06-30;1;ELEKTRO REDES S.A.;91881;101878;193759;0;0;0
02.328.280/0001-97;2021-09-30;1;ELEKTRO REDES S.A.;91881;101878;193759;0;0;0
02.338.534/0001-58;2021-03-31;1;LONGDIS S.A.;4849892;0;4849892;0;0;0
02.338.534/0001-58;2021-06-30;1;LONGDIS S.A.;4849892;0;4849892;0;0;0
02.338.534/0001-58;2021-09-30;1;LONGDIS S.A.;4849892;0;4849892;0;0;0
02.351.144/0001-18;2021-03-31;1;TEGMA GESTAO LOGISTICA S.A.;66002915;0;66002915;65143;0;65143
02.351.144/0001-18;2021-06-30;1;TEGMA GESTAO LOGISTICA S.A.;66002915;0;66002915;65143;0;65143
02.351.144/0001-18;2021-09-30;1;TEGMA GESTAO LOGISTICA S.A.;66002915;0;66002915;65143;0;65143
02.351.877/0001-52;2021-03-31;1;LWSA S/A;585461772;0;585461772;56472;0;56472
02.351.877/0001-52;2021-06-30;1;LWSA S/A;585461772;0;585461772;56472;0;56472
02.351.877/0001-52;2021-09-30;1;LWSA S/A;589581572;0;589581572;356472;0;356472
02.357.251/0001-53;2021-03-31;1;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;2576438;0;2576438;0;0;0
02.357.251/0001-53;2021-06-30;1;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;2576438;0;2576438;0;0;0
02.357.251/0001-53;2021-09-30;1;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;2576438;0;2576438;0;0;0
02.365.069/0001-44;2021-03-31;2;PADTEC HOLDING S.A.;78450;0;78450;0;0;0
02.365.069/0001-44;2021-06-30;1;PADTEC HOLDING S.A.;78450;0;78450;0;0;0
02.365.069/0001-44;2021-09-30;1;PADTEC HOLDING S.A.;78450;0;78450;0;0;0
02.382.073/0001-10;2021-03-31;1;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;342985643;0;342985643;0;0;0
02.382.073/0001-10;2021-06-30;1;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;342985643;0;342985643;0;0;0
02.382.073/0001-10;2021-09-30;1;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;342985643;0;342985643;0;0;0
02.387.241/0001-60;2021-03-31;1;RUMO S.A.;1854158791;0;1854158791;2087000;0;2087000
02.387.241/0001-60;2021-06-30;1;RUMO S.A.;1854158791;0;1854158791;1723612;0;1723612
02.387.241/0001-60;2021-09-30;1;RUMO S.A.;1854158791;0;1854158791;876215;0;876215
02.397.080/0001-96;2021-03-31;1;ITAPEBI GERACAO DE ENERGIA S.A.;202525;0;202525;0;0;0
02.397.080/0001-96;2021-06-30;1;ITAPEBI GERACAO DE ENERGIA S.A.;202525;0;202525;0;0;0
02.397.080/0001-96;2021-09-30;1;ITAPEBI GERACAO DE ENERGIA S.A.;202525;0;202525;0;0;0
02.415.408/0001-50;2021-03-31;1;CONC ROD.OESTE SP VIAOESTE S.A;6988146121;6988146121;13976292242;0;0;0
02.415.408/0001-50;2021-06-30;1;CONC ROD.OESTE SP VIAOESTE S.A;6988146121;6988146121;13976292242;0;0;0
02.415.408/0001-50;2021-09-30;1;CONC ROD.OESTE SP VIAOESTE S.A;6988146121;6988146121;13976292242;0;0;0
02.421.421/0001-11;2021-03-31;1;TIM S.A.;2420804398;0;2420804398;214920;0;214920
02.421.421/0001-11;2021-06-30;1;TIM S.A.;2420804398;0;2420804398;1247820;0;1247820
02.421.421/0001-11;2021-09-30;1;TIM S.A.;2420804398;0;2420804398;446305;0;446305
02.429.144/0001-93;2021-03-31;1;CPFL ENERGIA S.A.;1152254440;0;1152254440;0;0;0
02.429.144/0001-93;2021-06-30;1;CPFL ENERGIA S.A.;1152254440;0;1152254440;0;0;0
02.429.144/0001-93;2021-09-30;1;CPFL ENERGIA S.A.;1152254440;0;1152254440;0;0;0
02.451.848/0001-62;2021-03-31;1;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;175000000;0;175000000;0;0;0
02.451.848/0001-62;2021-06-30;1;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;175000000;0;175000000;0;0;0
02.451.848/0001-62;2021-09-30;1;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;175000000;0;175000000;0;0;0
02.474.103/0001-19;2021-03-31;1;ENGIE BRASIL ENERGIA S.A.;815927740;0;815927740;0;0;0
02.474.103/0001-19;2021-06-30;1;ENGIE BRASIL ENERGIA S.A.;815927740;0;815927740;0;0;0
02.474.103/0001-19;2021-09-30;1;ENGIE BRASIL ENERGIA S.A.;815927740;0;815927740;0;0;0
02.502.844/0001-66;2021-03-31;1;RUMO MALHA PAULISTA S.A.;1766438661417;3266355797112;5032794458529;0;0;0
