Date,IBOV
2017-10-02,0.0008883624518802
2017-10-03,0.0323157611619149
2017-10-04,-0.0022406628193269
2017-10-05,0.0003525218367692
2017-10-06,-0.0073481427340833
2017-10-09,-0.0043126684636118
2017-10-10,0.0154502357151347
2017-10-11,-0.0030820448131916
2017-10-13,0.004304722149752
2017-10-16,-0.0012728925834524
2017-10-17,-0.0089866305987619
2017-10-18,0.0051180430703008
2017-10-19,-0.0040213602120353
2017-10-20,0.0014157807112986
2017-10-23,-0.012802555274836
2017-10-24,0.0124249134764562
2017-10-25,0.0042043222003929
2017-10-26,-0.0101081243234077
2017-10-27,0.0010540739959945
2017-10-30,-0.0154785721806885
2017-10-31,-0.0065775401069518
2017-11-01,-0.0065134305862087
2017-11-03,0.0012326614651061
2017-11-06,0.0053575052425083
2017-11-07,-0.0255143922164955
2017-11-08,0.0269005040392182
2017-11-09,-0.0192568885063808
2017-11-10,-0.0104893666616391
2017-11-13,0.0042817947509907
2017-11-14,-0.0227388754743015
2017-11-16,0.0237903624324056
2017-11-17,0.0127565092674315
2017-11-21,0.0157686179991012
2017-11-22,-0.0010188350425631
2017-11-23,-0.0004294206846575
2017-11-24,-0.0044303032743968
2017-11-27,-0.0013215205577356
2017-11-28,0.0010937225725435
2017-11-29,-0.0194227137847315
2017-11-30,-0.0100275103163686
2017-12-01,0.0040710841866862
2017-12-04,0.0114303110815896
2017-12-05,-0.0074428786427691
2017-12-06,0.0099523061230115
2017-12-07,-0.0106594966424632
2017-12-08,0.0033799163988026
2017-12-11,0.0009349392289501
2017-12-12,0.0139285714285715
2017-12-13,-0.0121928089522312
2017-12-14,-0.0066516718325698
2017-12-15,0.0024713857708928
2017-12-18,0.0069827016306742
2017-12-19,-0.0059495315598714
2017-12-20,0.0094523940561364
2017-12-21,0.024070767511279
2017-12-22,0.0007187254601839
2017-12-26,0.0066633859576787
2017-12-27,0.0050866715991966
2017-12-28,0.0043247932906549
2018-01-02,0.0194890186120781
2018-01-03,0.0013351991886096
2018-01-04,0.0083595102250144
2018-01-05,0.0053911783030502
2018-01-08,0.0038952333978323
2018-01-09,-0.006487862029
2018-01-10,-0.0084068776628118
2018-01-11,0.0148847201442436
2018-01-12,-0.0002016002016002
2018-01-15,0.0050788289707495
2018-01-16,0.0010031096398837
2018-01-17,0.0169981962120453
2018-01-18,-0.002783628324034
2018-01-19,0.0031742894902608
2018-01-22,0.0056020684560453
2018-01-23,-0.012206917661463
2018-01-24,0.0372096482312402
2018-01-26,0.0221199808795411
2018-01-29,-0.0097391589014509
2018-01-30,-0.00255023731375
2018-01-31,0.0051016784640514
2018-02-01,0.0068540741700329
2018-02-02,-0.0170068425054096
2018-02-05,-0.0259397198986208
2018-02-06,0.024834780909102
2018-02-07,-0.0134336186139651
2018-02-08,-0.0149093237643022
2018-02-09,-0.0077759925428967
2018-02-14,0.0326827278458323
2018-02-15,0.0089534730617766
2018-02-16,0.0027760970922161
2018-02-19,0.003170659568175
2018-02-20,0.0119231540339415
2018-02-21,0.0028903081441424
2018-02-22,0.0073676381722678
2018-02-23,0.0070022841058532
2018-02-26,0.0041240420194059
2018-02-27,-0.008191391053358
2018-02-28,-0.0167251394720193
2018-03-01,-0.0012049461283794
2018-03-02,0.0044859331443698
2018-03-05,0.0030550016907451
2018-03-06,-0.0043011752670797
2018-03-07,-0.0019730774170197
2018-03-08,-0.0058373496794721
2018-03-09,0.0163087603694769
2018-03-12,0.0061247409431406
2018-03-13,-0.0059378596087457
2018-03-14,-0.003854880533432
2018-03-15,-0.013050400343982
2018-03-16,-0.0004945365486058
2018-03-19,-0.01146243196758
2018-03-20,0.0029911932596855
2018-03-21,0.009659711990875
2018-03-22,-0.0024594890382103
2018-03-23,-0.0046125896564741
2018-03-26,0.0084264669281912
2018-03-27,-0.0150432493418578
2018-03-28,0.0007875143184421
2018-03-29,0.0177885876433698
