ano,ABEV3,ANIM3,AXIA3,AZZA3,B3SA3,BBAS3,BBDC3,BBDC4,BBSE3,BEEF3,BRAP4,BRKM5,CMIG4,COGN3,CPFE3,CPLE3,CSAN3,CSMG3,CSNA3,CVCB3,CYRE3,DIRR3,ECOR3,EGIE3,EMBJ3,ENEV3,ENGI11,EQTL3,EZTC3,FLRY3,GGBR4,GOAU4,HYPE3,ISAE4,ITSA4,ITUB3,ITUB4,JHSF3,KLBN11,LREN3,MGLU3,MOTV3,MRVE3,MULT3,PETR3,PETR4,POMO4,PRIO3,PSSA3,RADL3,RAPT4,RENT3,SANB11,SBSP3,SLCE3,SUZB3,TAEE11,TOTS3,UGPA3,USIM5,VALE3,VIVT3,WEGE3
2016,0.6475658938442502,0.11030780677083571,0.43765344807392387,0.18205100122835866,0.15937331695474855,,,,8.30092303025193,0.16588602705558053,0.5662464360829212,0.20295425819644397,1.5017182660490214,0.33962787614040924,0.16447922084585945,0.22440674056690169,0.5068078801098811,0.6366174479328897,0.0653118156720241,0.8184530406197279,0.047740370361733606,0.00172583002023155,3.54260755813794,0.19161797811614767,0.0388944667777467,0.09761025650010044,0.39020324361118947,0.3385728923131457,0.1218418212684978,0.23644775204781293,-0.046687999998541854,-0.0640060849206132,0.1659525573070243,4.039015150380026,0.7010572035795543,,,-0.0894296618325726,0.0453653926596232,0.21215763831138215,0.5820325932573875,-1.1181411642911916,0.0862914203442846,1.6051848371830826,0.02965548895181,0.0301100605253895,0.12939045388889991,-0.15448022951949092,-0.009405029944117798,0.24424046976775077,0.01015869849315185,0.1641776465736502,,-9.626847672210097,0.06075080554538475,0.05776263760928545,0.8176198567456996,0.27069958186670007,0.19123906270275548,-0.0159528731144814,0.117404896247121,0.21667759756017269,0.12204670695208125
